Time,190-AT1001-AirTemp,990-PC-1101A-H1,990-PC-1101B-H2,990-PC-1102-H1,990-PT-1104A (barg),990-PT-1104B (barg),990-PT-1104C (barg),990-PSHL-1100,990-LT-1131 (mm),990-LT-1132 (mm),990-LT-1133 (mm),990-LT-1134 (mm),990-LT-1135 (mm),990-PT-1109 (barg),190-ZSL-1102,190-ZSH-1102,190-ZSI-1102,190-ZT-1102 (%),990-PT-1129 (barg),190-ZSL-1101,190-ZSH-1101,190-ZSI-1101,190-ZT-1101 (%),
2020.04.04 01:18:46.139,,,,,,,172.34558105469,,,,,,,,,,,,,,,,,
2020.04.04 01:19:43.053,,,,,172.25573730469,,,,,,,,,,,,,,,,,,,
2020.04.04 01:20:14.056,,,,,,,,,,,,,,167.74870300293,,,,,,,,,,
2020.04.04 01:20:31.057,,,,,,,,,,,,,,,,,,,169.78511047363,,,,,
2020.04.04 01:20:43.058,,,,,,172.08354187012,,,,,,,,,,,,,,,,,,
2020.04.04 01:23:26.062,,,,,,,172.29318237305,,,,,,,,,,,,,,,,,
2020.04.04 01:23:29.154,,,,,,,,,,,,754.5341796875,,,,,,,,,,,,
2020.04.04 01:25:00.064,,,,,,,,,,,,,,167.68132019043,,,,,,,,,,
2020.04.04 01:25:09.147,,,,,,,,,,,,,,,,,,,169.7102355957,,,,,
2020.04.04 01:25:10.064,,,,,172.20333862305,,,,,,,,,,,,,,,,,,,
2020.04.04 01:26:12.072,-1.6000000238419,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 01:27:41.076,,,,,,172.03114318848,,,,,,,,,,,,,,,,,,
2020.04.04 01:28:31.075,,,,,,,,,,,776.72900390625,,,,,,,,,,,,,
2020.04.04 01:29:24.079,,,,,,,,,,731.46606445313,,,,,,,,,,,,,,
2020.04.04 01:29:31.076,,,,,,,,,,,,,,167.61393737793,,,,,,,,,,
2020.04.04 01:29:42.084,-1.5,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 01:30:29.086,,,,,,,172.23327636719,,,,,,,,,,,,,,,,,
2020.04.04 01:31:39.080,,,,,,,,,,,,,,,,,,,169.65783691406,,,,,
2020.04.04 01:32:07.083,,,,,172.16589355469,,,,,,,,,,,,,,,,,,,
2020.04.04 01:32:12.085,-1.3999999761581,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 01:33:19.087,,,,,,,,,,,776.87451171875,,,,,,,,,,,,,
2020.04.04 01:33:23.169,,,,,,,,,716.18432617188,,,,,,,,,,,,,,,
2020.04.04 01:34:24.001,,,,,,171.97872924805,,,,,,,,,,,,,,,,,,
2020.04.04 01:34:54.001,,,,,,,,,,,,,729.06469726563,,,,,,,,,,,
2020.04.04 01:35:41.097,,,,,,,,,,,,754.46142578125,,,,,,,,,,,,
2020.04.04 01:35:42.094,,,,,,,,,,,,,,167.57650756836,,,,,,,,,,
2020.04.04 01:36:32.093,,,,,,,172.19584655762,,,,,,,,,,,,,,,,,
2020.04.04 01:37:17.090,,,,,172.12098693848,,,,,,,,,,,,,,,,,,,
2020.04.04 01:40:39.082,,,,,,,,,,,,,729.21020507813,,,,,,,,,,,
2020.04.04 01:41:18.082,,,,,,171.93380737305,,,,,,,,,,,,,,,,,,
2020.04.04 01:42:15.001,,,,,,,172.14343261719,,,,,,,,,,,,,,,,,
2020.04.04 01:43:04.089,,,,,172.06857299805,,,,,,,,,,,,,,,,,,,
2020.04.04 01:43:23.095,,,,,,,,,,,,,,,,,,,169.6203918457,,,,,
2020.04.04 01:43:29.093,,,,,,,,,,731.24780273438,,,,,,,,,,,,,,
2020.04.04 01:43:51.093,,,,,,,,,716.25708007813,,,,,,,,,,,,,,,
2020.04.04 01:44:42.100,-1.2999999523163,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 01:44:47.102,,,,,,,,,,,,,,167.53907775879,,,,,,,,,,
2020.04.04 01:44:55.101,,,,,,,,,,,,754.31579589844,,,,,,,,,,,,
2020.04.04 01:47:12.105,-1.3999999761581,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 01:47:55.002,,,,,,171.90386962891,,,,,,,,,,,,,,,,,,
2020.04.04 01:48:20.006,,,,,,,,,,,,,,,,,,99.971969604492,,,,,,
2020.04.04 01:51:04.004,,,,,,,172.09103393555,,,,,,,,,,,,,,,,,
2020.04.04 01:51:12.118,,,,,172.03114318848,,,,,,,,,,,,,,,,,,,
2020.04.04 01:53:15.004,,,,,,171.86642456055,,,,,,,,,,,,,,,,,,
2020.04.04 01:53:46.012,,,,,,,,,,,,,,167.51661682129,,,,,,,,,,
2020.04.04 01:55:12.007,-1.2999999523163,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 01:56:05.004,,,,,,,,,,,,,,,,,,99.961120605469,,,,,,
2020.04.04 01:57:23.007,,,,,171.97872924805,,,,,,,,,,,,,,,,,,,
2020.04.04 01:57:42.014,-1.2000000476837,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 01:58:25.014,,,,,,,,,,,,754.17028808594,,,,,,,,,,,,
2020.04.04 01:58:56.030,,,,,,,172.04611206055,,,,,,,,,,,,,,,,,
2020.04.04 02:00:31.020,,,,,,171.82150268555,,,,,,,,,,,,,,,,,,
2020.04.04 02:01:22.024,,,,,,,,,,731.10217285156,,,,,,,,,,,,,,
2020.04.04 02:03:30.033,,,,,,,,,,,,,,167.55404663086,,,,,,,,,,
2020.04.04 02:03:39.034,,,,,,,,,,,,,,,,,,,169.65783691406,,,,,
2020.04.04 02:03:42.028,-1.1000000238419,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 02:07:22.043,,,,,171.94879150391,,,,,,,,,,,,,,,,,,,
2020.04.04 02:07:33.001,,,,,,,172.00868225098,,,,,,,,,,,,,,,,,
2020.04.04 02:08:12.033,-1,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 02:08:19.042,,,,,,171.78407287598,,,,,,,,,,,,,,,,,,
2020.04.04 02:11:50.052,,,,,,,,,,,,754.09753417969,,,,,,,,,,,,
2020.04.04 02:12:00.042,,,,,,,,,,,,,,167.59896850586,,,,,,,,,,
2020.04.04 02:12:57.050,,,,,,,,,,,,,,,,,,,169.6877746582,,,,,
2020.04.04 02:13:32.053,,,,,171.90386962891,,,,,,,,,,,,,,,,,,,
2020.04.04 02:14:41.078,,,,,,171.74664306641,,,,,,,,,,,,,,,,,,
2020.04.04 02:15:38.055,,,,,,,171.97123718262,,,,,,,,,,,,,,,,,
2020.04.04 02:19:42.061,-0.89999997615814,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 02:20:03.061,,,,,,,,,,,,,,167.62892150879,,,,,,,,,,
2020.04.04 02:20:16.062,,,,,,,,,,731.02941894531,,,,,,,,,,,,,,
2020.04.04 02:21:29.065,,,,,171.88140869141,,,,,,,,,,,,,,,,,,,
2020.04.04 02:21:43.065,,,,,,,171.93380737305,,,,,,,,,,,,,,,,,
2020.04.04 02:22:08.059,,,,,,171.70921325684,,,,,,,,,,,,,,,,,,
2020.04.04 02:22:40.077,,,,,,,,,,,,754.02478027344,,,,,,,,,,,,
2020.04.04 02:23:12.068,-0.80000001192093,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 02:25:58.075,,,,,,,,,,730.88391113281,,,,,,,,,,,,,,
2020.04.04 02:26:29.083,,,,,171.84396362305,,,,,,,,,,,,,,,,,,,
2020.04.04 02:29:36.084,,,,,,171.67176818848,,,,,,,,,,,,,,,,,,
2020.04.04 02:29:59.093,,,,,,,171.88140869141,,,,,,,,,,,,,,,,,
2020.04.04 02:31:28.085,,,,,,,,,,,,,,167.673828125,,,,,,,,,,
2020.04.04 02:31:31.086,,,,,,,,,,,,,729.06469726563,,,,,,,,,,,
2020.04.04 02:32:42.006,-0.89999997615814,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 02:32:56.002,,,,,,,,,,,,753.95202636719,,,,,,,,,,,,
2020.04.04 02:34:08.091,,,,,171.79904174805,,,,,,,,,,,,,,,,,,,
2020.04.04 02:35:42.006,-0.80000001192093,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 02:37:28.099,,,,,,,,,,,776.72900390625,,,,,,,,,,,,,
2020.04.04 02:37:36.007,,,,,,,,,,,,,729.21020507813,,,,,,,,,,,
2020.04.04 02:37:45.004,,,,,,171.61187744141,,,,,,,,,,,,,,,,,,
2020.04.04 02:38:12.014,-0.69999998807907,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 02:38:31.009,,,,,,,,,,730.81115722656,,,,,,,,,,,,,,
2020.04.04 02:38:49.008,,,,,,,,,,,,753.80639648438,,,,,,,,,,,,
2020.04.04 02:39:19.003,,,,,,,,,,,,,,,,,,,169.7102355957,,,,,
2020.04.04 02:39:42.095,-0.80000001192093,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 02:41:11.094,,,,,,,171.83648681641,,,,,,,,,,,,,,,,,
2020.04.04 02:43:22.005,,,,,171.76161193848,,,,,,,,,,,,,,,,,,,
2020.04.04 02:44:35.038,,,,,,,,,,,776.87451171875,,,,,,,,,,,,,
2020.04.04 02:45:42.022,-0.89999997615814,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 02:48:38.049,,,,,,,,,,730.73840332031,,,,,,,,,,,,,,
2020.04.04 02:49:33.031,,,,,,,,,,,,,729.06469726563,,,,,,,,,,,
2020.04.04 02:50:04.027,,,,,171.72418212891,,,,,,,,,,,,,,,,,,,
2020.04.04 02:50:08.036,,,,,,,171.79904174805,,,,,,,,,,,,,,,,,
2020.04.04 02:50:53.043,,,,,,171.56695556641,,,,,,,,,,,,,,,,,,
2020.04.04 02:53:23.032,,,,,,,,,,,,753.73364257813,,,,,,,,,,,,
2020.04.04 02:55:31.045,,,,,,,,,,,,,729.21020507813,,,,,,,,,,,
2020.04.04 02:57:12.044,-1,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 02:58:14.050,,,,,,,171.76161193848,,,,,,,,,,,,,,,,,
2020.04.04 02:58:24.055,,,,,,,,,,,,,,,,,,,169.67280578613,,,,,
2020.04.04 02:59:12.050,-1.1000000238419,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 02:59:21.046,,,,,171.67926025391,,,,,,,,,,,,,,,,,,,
2020.04.04 02:59:26.051,,,,,,171.53701782227,,,,,,,,,,,,,,,,,,
2020.04.04 03:01:30.047,,,,,,,,,,730.66552734375,,,,,,,,,,,,,,
2020.04.04 03:03:05.069,,,,,,,,,,,,,,167.61393737793,,,,,,,,,,
2020.04.04 03:03:26.068,,,,,,,,,,,,753.66088867188,,,,,,,,,,,,
2020.04.04 03:05:22.058,,,,,,,171.70921325684,,,,,,,,,,,,,,,,,
2020.04.04 03:05:38.055,,,,,,,,,,,,,,,,,,,169.6203918457,,,,,
2020.04.04 03:05:42.056,-1.2000000476837,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 03:06:12.077,,,,,,171.49957275391,,,,,,,,,,,,,,,,,,
2020.04.04 03:08:16.078,,,,,171.63433837891,,,,,,,,,,,,,,,,,,,
2020.04.04 03:08:25.073,,,,,,,,,,730.52001953125,,,,,,,,,,,,,,
2020.04.04 03:10:40.070,,,,,,,,,,,776.72900390625,,,,,,,,,,,,,
2020.04.04 03:10:41.069,,,,,,,,,,,,,,167.56153869629,,,,,,,,,,
2020.04.04 03:10:42.070,,,,,,,,,,,,,729.06469726563,,,,,,,,,,,
2020.04.04 03:12:12.070,-1.2999999523163,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 03:12:37.075,,,,,,,,,,,,,,,,,,,169.58296203613,,,,,
2020.04.04 03:13:39.039,,,,,,171.46214294434,,,,,,,,,,,,,,,,,,
2020.04.04 03:13:50.082,,,,,,,,,,,,753.58813476563,,,,,,,,,,,,
2020.04.04 03:15:30.086,,,,,,,,,,,776.87451171875,,,,,,,,,,,,,
2020.04.04 03:15:37.089,,,,,,,,,,,,,729.21020507813,,,,,,,,,,,
2020.04.04 03:16:24.093,,,,,171.59690856934,,,,,,,,,,,,,,,,,,,
2020.04.04 03:16:32.023,,,,,,,171.67176818848,,,,,,,,,,,,,,,,,
2020.04.04 03:17:48.089,,,,,,,,,,,,,,,,,,,169.51557922363,,,,,
2020.04.04 03:18:19.099,,,,,,,,,,,,,,167.51661682129,,,,,,,,,,
2020.04.04 03:19:37.003,,,,,,171.42471313477,,,,,,,,,,,,,,,,,,
2020.04.04 03:20:22.004,,,,,,,,,,,,753.44262695313,,,,,,,,,,,,
2020.04.04 03:20:42.000,-1.3999999761581,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 03:23:19.002,,,,,171.55947875977,,,,,,,,,,,,,,,,,,,
2020.04.04 03:23:21.015,,,,,,,,,,,,,,167.46420288086,,,,,,,,,,
2020.04.04 03:23:51.002,,,,,,,171.63433837891,,,,,,,,,,,,,,,,,
2020.04.04 03:24:21.014,,,,,,,,,,,,,,,,,,,169.46318054199,,,,,
2020.04.04 03:25:28.012,,,,,,,,,,730.447265625,,,,,,,,,,,,,,
2020.04.04 03:26:52.016,,,,,,171.37979125977,,,,,,,,,,,,,,,,,,
2020.04.04 03:29:03.016,,,,,,,,,,,,,,167.41180419922,,,,,,,,,,
2020.04.04 03:29:43.021,,,,,171.52203369141,,,,,,,,,,,,,,,,,,,
2020.04.04 03:29:44.015,,,,,,,,,,,,,,,,,,,169.41076660156,,,,,
2020.04.04 03:30:18.014,,,,,,,171.57444763184,,,,,,,,,,,,,,,,,
2020.04.04 03:31:42.024,-1.5,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 03:34:42.021,-1.6000000238419,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 03:35:26.022,,,,,,,,,,,,,,167.35189819336,,,,,,,,,,
2020.04.04 03:35:46.026,,,,,,171.33486938477,,,,,,,,,,,,,,,,,,
2020.04.04 03:35:52.029,,,,,,,,,,,,,,,,,,,169.35087585449,,,,,
2020.04.04 03:36:43.038,,,,,,,,,,,,753.36987304688,,,,,,,,,,,,
2020.04.04 03:36:59.032,,,,,,,,,,730.3017578125,,,,,,,,,,,,,,
2020.04.04 03:37:03.031,,,,,171.48460388184,,,,,,,,,,,,,,,,,,,
2020.04.04 03:37:42.021,-1.7000000476837,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 03:38:30.023,,,,,,,,,716.18432617188,,,,,,,,,,,,,,,
2020.04.04 03:39:12.030,-1.6000000238419,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 03:39:42.023,-1.7000000476837,,,,,,171.52952575684,,,,,,,,,,,,,,,,,
2020.04.04 03:43:33.032,,,,,,171.2974395752,,,,,,,,,,,,,,,,,,
2020.04.04 03:43:46.040,,,,,171.44717407227,,,,,,,,,,,,,,,,,,,
2020.04.04 03:44:12.033,-1.6000000238419,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 03:44:44.043,,,,,,,,,,,,,,,,,,,169.31344604492,,,,,
2020.04.04 03:47:12.049,-1.7000000476837,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 03:47:57.049,,,,,,,,,,,,753.29711914063,,,,,,,,,,,,
2020.04.04 03:48:00.045,,,,,,,,,,,,,,167.29949951172,,,,,,,,,,
2020.04.04 03:48:01.057,,,,,,,171.49209594727,,,,,,,,,,,,,,,,,
2020.04.04 03:49:12.054,,,,,,171.23753356934,,,,,,,,,,,,,,,,,,
2020.04.04 03:50:28.045,,,,,171.41722106934,,,,,,,,,,,,,,,,,,,
2020.04.04 03:50:47.051,,,,,,,,,716.25708007813,,,,,,,,,,,,,,,
2020.04.04 03:52:17.061,,,,,,,,,,,,,,,,,,,169.25354003906,,,,,
2020.04.04 03:54:02.061,,,,,,,171.43218994141,,,,,,,,,,,,,,,,,
2020.04.04 03:54:15.058,,,,,,,,,,,,,,167.23960876465,,,,,,,,,,
2020.04.04 03:55:43.066,,,,,171.37979125977,,,,,,,,,,,,,,,,,,,
2020.04.04 03:56:18.069,,,,,,,,,,730.15625,,,,,,,,,,,,,,
2020.04.04 03:58:22.069,,,,,,,,,,,,,,167.38185119629,,,,,,,,,,
2020.04.04 03:59:01.062,,,,,,,,,,,,753.07873535156,,,,,,,,,,,,
2020.04.04 03:59:47.079,,,,,,,,,,,,,,,,,,,169.21611022949,,,,,
2020.04.04 03:59:51.065,,,,,,171.20010375977,,,,,,,,,,,,,,,,,,
2020.04.04 04:01:24.076,,,,,171.34983825684,,,,,,,,,,,,,,,,,,,
2020.04.04 04:03:42.007,-1.6000000238419,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 04:03:58.085,,,,,,,171.39476013184,,,,,,,,,,,,,,,,,
2020.04.04 04:06:42.085,-1.5,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 04:07:35.085,,,,,171.31240844727,,,,,,,,,,,,,,,,,,,
2020.04.04 04:08:02.089,,,,,,,,,,,,,729.06469726563,,,,,,,,,,,
2020.04.04 04:08:07.086,,,,,,,,,,,,,,,,,,,169.26103210449,,,,,
2020.04.04 04:08:11.001,,,,,,171.1626739502,,,,,,,,,,,,,,,,,,
2020.04.04 04:09:40.003,,,,,,,,,,730.08337402344,,,,,,,,,,,,,,
2020.04.04 04:10:17.091,,,,,,,,,716.18432617188,,,,,,,,,,,,,,,
2020.04.04 04:12:48.006,,,,,,,,,,,,,,,,,,,169.32841491699,,,,,
2020.04.04 04:12:59.002,,,,,,,171.3423614502,,,,,,,,,,,,,,,,,
2020.04.04 04:13:09.093,,,,,,,,,,,,,729.21020507813,,,,,,,,,,,
2020.04.04 04:15:52.048,,,,,,171.13272094727,,,,,,,,,,,,,,,,,,
2020.04.04 04:16:12.014,-1.3999999761581,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 04:17:05.008,,,,,,,,,,,,,,167.45671081543,,,,,,,,,,
2020.04.04 04:17:36.010,,,,,171.2749786377,,,,,,,,,,,,,,,,,,,
2020.04.04 04:18:17.017,,,,,,,,,,,,,,,,,,,169.40327453613,,,,,
2020.04.04 04:19:46.025,,,,,,,,,,730.01062011719,,,,,,,,,,,,,,
2020.04.04 04:20:12.025,-1.2999999523163,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 04:21:55.026,,,,,,,,,,,,,,167.51661682129,,,,,,,,,,
2020.04.04 04:23:04.036,,,,,,,,,,,,,,,,,,,169.47814941406,,,,,
2020.04.04 04:24:06.030,,,,,,,,,,,776.72900390625,,,,,,,,,,,,,
2020.04.04 04:25:52.028,,,,,,,,,716.25708007813,,,,,,,,,,,,,,,
2020.04.04 04:26:01.039,,,,,,,,,,,,,,167.59147644043,,,,,,,,,,
2020.04.04 04:26:37.030,,,,,,,,,,,,,,,,,,,169.5530090332,,,,,
2020.04.04 04:26:59.027,,,,,,,171.35733032227,,,,,,,,,,,,,,,,,
2020.04.04 04:27:21.034,,,,,,,,,,,,753.00598144531,,,,,,,,,,,,
2020.04.04 04:27:42.046,-1.2000000476837,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 04:29:08.041,,,,,,,,,,729.93786621094,,,,,,,,,,,,,,
2020.04.04 04:29:41.049,,,,,171.2974395752,,,,,,,,,,,,,,,,,,,
2020.04.04 04:30:01.046,,,,,,,,,,,,,,,,,,,169.63537597656,,,,,
2020.04.04 04:30:15.041,,,,,,,,,,,776.87451171875,,,,,,,,,,,,,
2020.04.04 04:30:29.042,,,,,,,,,,,,,,167.6513671875,,,,,,,,,,
2020.04.04 04:33:33.043,,,,,,,,,,,,,,,,,,,169.72520446777,,,,,
2020.04.04 04:34:14.054,,,,,,,,,,,,,,167.7412109375,,,,,,,,,,
2020.04.04 04:34:42.051,-1.1000000238419,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 04:36:46.031,,,,,,,,,,,,,,,,,,,169.8225402832,,,,,
2020.04.04 04:38:55.047,,,,,,,,,,,,,,167.81608581543,,,,,,,,,,
2020.04.04 04:39:12.056,-1,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 04:40:14.044,,,,,,,,,,,,,,,,,,,169.91986083984,,,,,
2020.04.04 04:40:18.042,,,,,171.2749786377,,,,,,,,,,,,,,,,,,,
2020.04.04 04:41:30.043,,,,,,,,,716.18432617188,,,,,,,,,,,,,,,
2020.04.04 04:42:26.045,,,,,,,,,,,,,,167.91340637207,,,,,,,,,,
2020.04.04 04:42:30.058,,,,,,,171.33486938477,,,,,,,,,,,,,,,,,
2020.04.04 04:43:08.050,,,,,,,,,,,776.72900390625,,,,,,,,,,,,,
2020.04.04 04:43:22.051,,,,,,,,,,,,,,,,,,,170.03216552734,,,,,
2020.04.04 04:44:12.051,-0.89999997615814,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 04:45:07.058,,,,,,171.1177520752,,,,,,,,,,,,,,,,,,
2020.04.04 04:46:08.054,,,,,,,,,,,,,,168.0107421875,,,,,,,,,,
2020.04.04 04:46:59.056,,,,,,,,,,,,,,,,,,,170.14447021484,,,,,
2020.04.04 04:49:29.076,,,,,,,,,,,,,,168.11555480957,,,,,,,,,,
2020.04.04 04:49:42.066,-0.80000001192093,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 04:50:57.032,,,,,,,,,,,,,,,,,,,170.23431396484,,,,,
2020.04.04 04:52:56.082,,,,,,,,,,,,,,168.21287536621,,,,,,,,,,
2020.04.04 04:53:12.076,-0.69999998807907,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 04:55:17.093,,,,,,,,,,,,,,,,,,,170.32415771484,,,,,
2020.04.04 04:55:19.082,,,,,,,,,,,,,729.06469726563,,,,,,,,,,,
2020.04.04 04:55:44.086,,,,,,,,,,,,,,168.32518005371,,,,,,,,,,
2020.04.04 04:58:42.091,-0.60000002384186,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 04:58:51.097,,,,,,,,,,,,,,168.43748474121,,,,,,,,,,
2020.04.04 04:58:52.090,,,,,,,,,,,776.87451171875,,,,,,,,,,,,,
2020.04.04 04:59:20.086,,,,,,,,,,729.79235839844,,,,,,,,,,,,,,
2020.04.04 05:00:15.085,,,,,,,,,,,,,,,,,,,170.40650939941,,,,,
2020.04.04 05:01:42.087,-0.5,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 05:01:57.004,,,,,,,,,,,,,,168.54978942871,,,,,,,,,,
2020.04.04 05:02:37.010,,,,,,,,,,,,,729.21020507813,,,,,,,,,,,
2020.04.04 05:03:36.011,,,,,,,,,,,,,,,,,,,170.51132202148,,,,,
2020.04.04 05:04:13.015,,,,,,171.17016601563,,,,,,,,,,,,,,,,,,
2020.04.04 05:04:51.014,,,,,,,171.3872833252,,,,,,,,,,,,,,,,,
2020.04.04 05:04:55.012,,,,,,,,,,,,,,168.65460205078,,,,,,,,,,
2020.04.04 05:05:12.011,-0.40000000596046,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 05:05:36.015,,,,,171.3423614502,,,,,,,,,,,,,,,,,,,
2020.04.04 05:05:49.017,,,,,,,,,,,776.72900390625,,,,,,,,,,,,,
2020.04.04 05:06:33.104,,,,,,,,,,,,,,,,,,,170.62362670898,,,,,
2020.04.04 05:06:42.021,-0.5,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 05:07:41.022,,,,,,,,,,,,,,168.76690673828,,,,,,,,,,
2020.04.04 05:07:54.025,,,,,,,,,,,,,729.06469726563,,,,,,,,,,,
2020.04.04 05:09:12.110,-0.40000000596046,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 05:09:38.023,,,,,,,,,,,,,,,,,,,170.73593139648,,,,,
2020.04.04 05:09:43.026,,,,,,,171.45465087891,,,,,,,,,,,,,,,,,
2020.04.04 05:09:53.110,,,,,,171.24502563477,,,,,,,,,,,,,,,,,,
2020.04.04 05:10:27.020,,,,,,,,,,,,,,168.87921142578,,,,,,,,,,
2020.04.04 05:11:18.028,,,,,171.41722106934,,,,,,,,,,,,,,,,,,,
2020.04.04 05:11:42.029,-0.30000001192093,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 05:12:43.035,,,,,,,,,,,,,,,,,,,170.85571289063,,,,,
2020.04.04 05:13:18.118,,,,,,,,,,,,,,168.99899291992,,,,,,,,,,
2020.04.04 05:14:36.033,,,,,,,171.52952575684,,,,,,,,,,,,,,,,,
2020.04.04 05:14:54.121,,,,,,,,,716.25708007813,,,,,,,,,,,,,,,
2020.04.04 05:15:12.038,,,,,,171.3199005127,,,,,,,,,,,,,,,,,,
2020.04.04 05:15:51.122,,,,,,,,,,,,,,,,,,,170.96801757813,,,,,
2020.04.04 05:16:25.034,,,,,,,,,,,,,,169.10380554199,,,,,,,,,,
2020.04.04 05:16:38.036,,,,,171.49209594727,,,,,,,,,,,,,,,,,,,
2020.04.04 05:18:41.048,,,,,,,171.58192443848,,,,,,,,,,,,,,,,,
2020.04.04 05:18:48.048,,,,,,,,,,,,,,,,,,,171.08779907227,,,,,
2020.04.04 05:19:04.043,,,,,,171.39476013184,,,,,,,,,,,,,,,,,,
2020.04.04 05:19:12.045,-0.20000000298023,,,,,,,,,,,,,169.21611022949,,,,,,,,,,
2020.04.04 05:19:15.051,,,,,,,,,,,776.87451171875,,,,,,,,,,,,,
2020.04.04 05:19:19.049,,,,,,,,,,,,,729.21020507813,,,,,,,,,,,
2020.04.04 05:19:54.134,,,,,,,,,,729.71960449219,,,,,,,,,,,,,,
2020.04.04 05:20:04.052,,,,,171.58192443848,,,,,,,,,,,,,,,,,,,
2020.04.04 05:21:14.046,,,,,,,171.67176818848,,,,,,,,,,,,,,,,,
2020.04.04 05:21:58.048,,,,,,,,,,,,,,,,,,,171.19262695313,,,,,
2020.04.04 05:22:10.051,,,,,,,,,,,,,,169.32841491699,,,,,,,,,,
2020.04.04 05:22:16.048,,,,,,171.48460388184,,,,,,,,,,,,,,,,,,
2020.04.04 05:23:38.054,,,,,171.67176818848,,,,,,,,,,,,,,,,,,,
2020.04.04 05:24:12.142,-0.10000000149012,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 05:24:23.060,,,,,,,,,,,,,,,,,,,171.30491638184,,,,,
2020.04.04 05:24:34.057,,,,,,,171.76161193848,,,,,,,,,,,,,,,,,
2020.04.04 05:24:44.152,,,,,,,,,,,776.72900390625,,,,,,,,,,,,,
2020.04.04 05:25:04.154,,,,,,,,,,,,,,169.44071960449,,,,,,,,,,
2020.04.04 05:25:42.059,,,,,,171.56695556641,,,,,,,,,,,,,,,,,,
2020.04.04 05:26:19.061,,,,,,,,,716.18432617188,,,,,,,,,,,,,,,
2020.04.04 05:27:04.065,,,,,,,,,,,,,,,,,,,171.42471313477,,,,,
2020.04.04 05:27:05.155,,,,,,,,,,729.57409667969,,,,,,,,,,,,,,
2020.04.04 05:27:12.060,0,,,,,,,,,,,,,,,,,,,,,,,
2020.04.04 05:27:21.065,,,,,171.76161193848,,,,,,,,,,,,,,,,,,,
2020.04.04 05:27:23.066,,,,,,,,,,,,,,,,,,,,,,,99.971969604492,
2020.04.04 05:27:46.060,,,,,,,,,,,,,,169.56050109863,,,,,,,,,,
2020.04.04 05:27:57.062,,,,,,,,,,,,,729.06469726563,,,,,,,,,,,
2020.04.04 05:28:10.064,,,,,,,171.85894775391,,,,,,,,,,,,,,,,,
2020.04.04 05:29:28.072,,,,,,171.65679931641,,,,,,,,,,,,,,,,,,
2020.04.04 05:29:40.075,,,,,,,,,,,,,,,,,,,171.55947875977,,,,,
2020.04.04 05:30:22.157,,,,,,,,,,,,,,169.6877746582,,,,,,,,,,
2020.04.04 05:31:02.075,,,,,171.83648681641,,,,,,,,,,,,,,,,,,,
2020.04.04 05:31:59.075,,,,,,,,,,,,,,,,,,,171.69422912598,,,,,
2020.04.04 05:32:21.069,,,,,,,171.94129943848,,,,,,,,,,,,,,,,,
