Time,190-AT1001-AirTemp (°C),990-PC-1106A-H1,990-PC-1106B-H2,990-PC-1107-H1,990-PT-1154A (barg),990-PT-1154B (barg),990-PT-1154C (barg),990-PSHL-1150,990-LT-1181 (mm),990-LT-1182 (mm),990-LT-1183 (mm),990-PT-1159 (barg),190-ZSL-1103,190-ZSH-1103,190-ZSI-1103,190-ZT-1103 (%),990-PT-1179 (barg),190-ZSL-1104,190-ZSH-1104,190-ZSI-1104,190-ZT-1104 (%),
2020.04.02 04:52:01.026,,,,,,162.31330871582,,,,,,,,,,,,,,,,
2020.04.02 04:52:13.016,0,,,,,,,,,,,,,,,,,,,,,
2020.04.02 04:53:13.026,0.10000000149012,,,,,,,,,,,,,,,,,,,,,
2020.04.02 04:53:31.029,,,,,,,,,687.22192382813,,,,,,,,,,,,,
2020.04.02 04:53:35.027,,,,,,,,,,,,,,,,99.968353271484,,,,,,
2020.04.02 04:53:47.021,,,,,,,,,,,,159.0415802002,,,,,,,,,,
2020.04.02 04:54:06.033,,,,,,,,,,,,,,,,,166.19145202637,,,,,
2020.04.02 04:54:47.027,,,,,162.44058227539,,,,,,,,,,,,,,,,,
2020.04.02 04:56:49.040,,,,,,,162.18603515625,,,,,,,,,,,,,,,
2020.04.02 04:57:12.030,,,,,,,,,,,,,,,,,166.29626464844,,,,,
2020.04.02 04:57:14.039,,,,,,162.36570739746,,,,,,,,,,,,,,,,
2020.04.02 04:59:23.029,,,,,,,,,,,,,,,,99.953887939453,,,,,,
2020.04.02 04:59:40.045,,,,,,,,,,,,159.09399414063,,,,,,,,,,
2020.04.02 05:00:26.041,,,,,,,,,,,,,,,,,166.39360046387,,,,,
2020.04.02 05:01:49.042,,,,,162.50047302246,,,,,,,,,,,,,,,,,
2020.04.02 05:01:50.042,,,,,,,162.22346496582,,,,,,,,,,,,,,,
2020.04.02 05:03:17.050,,,,,,162.40313720703,,,,,,,,,,,,,,,,
2020.04.02 05:03:36.050,,,,,,,,,,,723.02478027344,,,,,,,,,,,
2020.04.02 05:03:43.045,0.20000000298023,,,,,,,,,,,,,,,,,,,,,
2020.04.02 05:03:56.054,,,,,,,,,,,,,,,,,166.49092102051,,,,,
2020.04.02 05:06:04.053,,,,,,,,,,,,159.13891601563,,,,,,,,,,
2020.04.02 05:06:58.048,,,,,,,162.25340270996,,,,,,,,,,,,,,,
2020.04.02 05:07:10.062,,,,,,,,,,,,,,,,,166.58825683594,,,,,
2020.04.02 05:09:36.067,,,,,,162.46304321289,,,,,,,,,,,,,,,,
2020.04.02 05:10:20.065,,,,,,,,,,,,,,,,,166.69306945801,,,,,
2020.04.02 05:10:59.068,,,,,162.57534790039,,,,,,,,,,,,,,,,,
2020.04.02 05:11:34.066,,,,,,,162.31330871582,,,,,,,,,,,,,,,
2020.04.02 05:14:00.068,,,,,,,,,,,,,,,,,166.78291320801,,,,,
2020.04.02 05:16:53.084,,,,,,162.50047302246,,,,,,,,,,,,,,,,
2020.04.02 05:17:15.083,,,,,,,,,,,,,,,,,166.86526489258,,,,,
2020.04.02 05:18:19.081,,,,,,,,,,,,159.1538848877,,,,,,,,,,
2020.04.02 05:19:52.050,,,,,,,162.35073852539,,,,,,,,,,,,,,,
2020.04.02 05:20:43.089,,,,,,,,,,,,,,,,,166.94012451172,,,,,
2020.04.02 05:21:26.082,,,,,162.62774658203,,,,,,,,,,,,,,,,,
2020.04.02 05:21:38.002,,,,,,,,,,,723.09753417969,,,,,,,,,,,
2020.04.02 05:22:43.002,0.30000001192093,,,,,,,,,,,,,,,,,,,,,
2020.04.02 05:23:24.006,,,,,,162.56036376953,,,,,,,,,,,,,,,,
2020.04.02 05:24:06.008,,,,,,,,,,,,,,,,,167.02996826172,,,,,
2020.04.02 05:24:38.089,,,,,,,162.39566040039,,,,,,,,,,,,,,,
2020.04.02 05:25:43.004,0.20000000298023,,,,,,,,,,,,,,,,,,,,,
2020.04.02 05:27:35.008,,,,,,,,,,,,159.10147094727,,,,,,,,,,
2020.04.02 05:28:16.011,,,,,162.6651763916,,,,,,,,,,,,,,,,,
2020.04.02 05:30:02.021,,,,,,,,,,,,,,,,,167.06741333008,,,,,
2020.04.02 05:30:49.019,,,,,,,,,,,,159.0191192627,,,,,,,,,,
2020.04.02 05:32:05.097,,,,,,,162.44058227539,,,,,,,,,,,,,,,
2020.04.02 05:32:35.014,,,,,,162.5977935791,,,,,,,,,,,,,,,,
2020.04.02 05:33:43.098,,,,,,,,,,,,158.92179870606,,,,,,,,,,
2020.04.02 05:34:45.001,,,,,162.7100982666,,,,,,,,,,,,,,,,,
2020.04.02 05:35:13.007,0.10000000149012,,,,,,,,,,,,,,,,,,,,,
2020.04.02 05:37:18.010,,,,,,,,,,,,158.81698608398,,,,,,,,,,
2020.04.02 05:38:18.015,,,,,,,162.48550415039,,,,,,,,,,,,,,,
2020.04.02 05:38:26.019,,,,,,162.65020751953,,,,,,,,,,,,,,,,
2020.04.02 05:40:43.022,0.20000000298023,,,,,,,,,,,,,,,,,,,,,
2020.04.02 05:40:44.106,,,,,,,,,,,723.02478027344,,,,,,,,,,,
2020.04.02 05:41:07.021,,,,,162.76251220703,,,,,,,,,,,,,,,,,
2020.04.02 05:41:08.023,,,,,,,,,,,,158.73461914063,,,,,,,,,,
2020.04.02 05:41:28.026,,,,,,,,,,,,,,,,,167.01499938965,,,,,
2020.04.02 05:44:05.031,,,,,,,,,,,,158.62980651856,,,,,,,,,,
2020.04.02 05:44:43.034,0.10000000149012,,,,,,,,,,,,,,,,,,,,,
2020.04.02 05:44:57.035,,,,,,,162.51544189453,,,,,,,,,,,,,,,
2020.04.02 05:45:04.038,,,,,,162.69512939453,,,,,,,,,,,,,,,,
2020.04.02 05:46:32.043,,,,,,,,,,,,,,,,,166.92515563965,,,,,
2020.04.02 05:46:48.045,,,,,,,,,,,,158.51002502441,,,,,,,,,,
2020.04.02 05:48:43.048,0.20000000298023,,,,,,,,,,,,,,,,,,,,,
2020.04.02 05:48:50.047,,,,,162.81491088867,,,,,,,,,,,,,,,,,
2020.04.02 05:49:32.131,,,,,,,,,,,,158.39772033691,,,,,,,,,,
2020.04.02 05:49:54.048,,,,,,,162.56036376953,,,,,,,,,,,,,,,
2020.04.02 05:49:57.042,,,,,,,,,,,,,,,,,166.82783508301,,,,,
2020.04.02 05:51:23.127,,,,,,162.74005126953,,,,,,,,,,,,,,,,
2020.04.02 05:52:06.047,,,,,,,,,,,,158.28541564941,,,,,,,,,,
2020.04.02 05:52:12.049,0.10000000149012,,,,,,,,,,,,,,,,,,,,,
2020.04.02 05:54:29.056,,,,,,,,,,,,,,,,,166.74546813965,,,,,
2020.04.02 05:55:18.057,,,,,162.85983276367,,,,,,,,,,,,,,,,,
2020.04.02 05:55:21.057,,,,,,,,,,,,158.19557189941,,,,,,,,,,
2020.04.02 05:55:32.056,,,,,,,162.61277770996,,,,,,,,,,,,,,,
2020.04.02 05:56:51.146,,,,,,162.7774810791,,,,,,,,,,,,,,,,
2020.04.02 05:58:21.066,,,,,,,,,,,,158.09825134277,,,,,,,,,,
2020.04.02 05:59:13.066,,,,,,,,,,,,,,,,,166.69306945801,,,,,
2020.04.02 06:00:12.068,0.20000000298023,,,,,,,,,,,,,,,,,,,,,
2020.04.02 06:01:12.074,0.10000000149012,,,,,,,,,,,,,,,,,,,,,
2020.04.02 06:01:42.074,0.20000000298023,,,,,,,,,,,,,,,,,,,,,
2020.04.02 06:01:45.156,,,,,,,,,,,,158.0158996582,,,,,,,,,,
2020.04.02 06:01:51.155,,,,,162.9122467041,,,,,,,,,,,,,,,,,
2020.04.02 06:02:40.069,,,,,,,162.65020751953,,,,,,,,,,,,,,,
2020.04.02 06:03:04.075,,,,,,162.8224029541,,,,,,,,,,,,,,,,
2020.04.02 06:03:12.072,0.10000000149012,,,,,,,,,,,,,,,,,,,,,
2020.04.02 06:05:12.082,0.20000000298023,,,,,,,,,,,,,,,,,,,,,
2020.04.02 06:05:13.080,,,,,,,,,,,,157.9485168457,,,,,,,,,,
2020.04.02 06:05:39.078,,,,,,,,,,,723.09753417969,,,,,,,,,,,
2020.04.02 06:05:42.080,0.10000000149012,,,,,,,,,,,,,,,,166.66311645508,,,,,
2020.04.02 06:06:12.080,0.20000000298023,,,,,,,,,,,,,,,,,,,,,
2020.04.02 06:09:08.086,,,,,,,,,,,,157.8811340332,,,,,,,,,,
2020.04.02 06:09:14.089,,,,,,,162.70262145996,,,,,,,,,,,,,,,
2020.04.02 06:09:31.092,,,,,,162.85235595703,,,,,,,,,,,,,,,,
2020.04.02 06:12:03.091,,,,,162.9571685791,,,,,,,,,,,,,,,,,
2020.04.02 06:12:59.098,,,,,,,,,,,,157.79878234863,,,,,,,,,,
2020.04.02 06:13:02.102,,,,,,,,,,,,,,,,,166.70803833008,,,,,
2020.04.02 06:13:12.098,0.10000000149012,,,,,,,,,,,,,,,,,,,,,
2020.04.02 06:14:12.099,0.20000000298023,,,,,,,,,,,,,,,,,,,,,
2020.04.02 06:15:20.097,,,,,,162.8897857666,,,,,,,,,,,,,,,,
2020.04.02 06:16:22.101,,,,,,,,,,,723.02478027344,,,,,,,,,,,
2020.04.02 06:17:38.021,,,,,,,,,,,,157.7239074707,,,,,,,,,,
2020.04.02 06:19:04.000,,,,,,,162.74005126953,,,,,,,,,,,,,,,
2020.04.02 06:20:51.024,,,,,162.99459838867,,,,,,,,,,,,,,,,,
2020.04.02 06:22:18.010,,,,,,,,,,,,157.64904785156,,,,,,,,,,
2020.04.02 06:23:38.012,,,,,,,,,,,,,,,,,166.75296020508,,,,,
2020.04.02 06:24:09.008,,,,,,162.9347076416,,,,,,,,,,,,,,,,
2020.04.02 06:26:26.016,,,,,,,162.7999420166,,,,,,,,,,,,,,,
2020.04.02 06:27:01.014,,,,,,,,,,,,157.57417297363,,,,,,,,,,
2020.04.02 06:27:58.005,,,,,163.03202819824,,,,,,,,,,,,,,,,,
2020.04.02 06:29:26.015,,,,,,,,,,,,,,,,,166.82034301758,,,,,
2020.04.02 06:33:03.005,,,,,,,,,,,,157.50679016113,,,,,,,,,,
2020.04.02 06:33:48.000,,,,,,162.96464538574,,,,,,,,,,,,,,,,
2020.04.02 06:35:34.003,,,,,,,,,,,,,,,,,166.88772583008,,,,,
2020.04.02 06:37:18.015,,,,,163.06198120117,,,,,,,,,,,,,,,,,
2020.04.02 06:38:43.015,,,,,,,,,,,,157.44689941406,,,,,,,,,,
2020.04.02 06:40:24.033,,,,,,,162.8448638916,,,,,,,,,,,,,,,
2020.04.02 06:40:43.014,0.30000001192093,,,,,,,,,,,,,,,,,,,,,
2020.04.02 06:41:41.025,,,,,,163.0020904541,,,,,,,,,,,,,,,,
2020.04.02 06:42:07.029,,,,,,,,,,,,,,,,,166.94012451172,,,,,
2020.04.02 06:42:56.025,,,,,,,,,,,,157.39448547363,,,,,,,,,,
2020.04.02 06:44:34.032,,,,,163.09941101074,,,,,,,,,,,,,,,,,
2020.04.02 06:46:39.153,,,,,,,,,,,,,,,,,167.00750732422,,,,,
2020.04.02 06:47:27.042,,,,,,,,,,,,157.44689941406,,,,,,,,,,
2020.04.02 06:48:13.046,0.20000000298023,,,,,,,,,,,,,,,,,,,,,
2020.04.02 06:48:43.049,0.30000001192093,,,,,,,,,,,,,,,,,,,,,
2020.04.02 06:49:43.046,0.40000000596046,,,,,,,,,,,,,,,,,,,,,
2020.04.02 06:50:04.044,,,,,,,,,,,,,,,,,167.08238220215,,,,,
2020.04.02 06:50:44.057,,,,,,,162.87481689453,,,,,,,,,,,,,,,
2020.04.02 06:50:51.069,,,,,,163.03202819824,,,,,,,,,,,,,,,,
2020.04.02 06:51:43.055,0.30000001192093,,,,,,,,,,,,,,,,,,,,,
2020.04.02 06:52:40.032,,,,,163.1368560791,,,,,,,,,,,,,,,,,
2020.04.02 06:54:08.056,,,,,,,,,,,,157.49931335449,,,,,,,,,,
2020.04.02 06:55:12.056,,,,,,,,,,,,,,,,,167.15724182129,,,,,
2020.04.02 06:55:43.060,0.40000000596046,,,,,,,,,,,,,,,,,,,,,
2020.04.02 06:56:40.031,,,,,,,162.91973876953,,,,,,,,,,,,,,,
2020.04.02 06:56:46.066,,,,,,163.0694732666,,,,,,,,,,,,,,,,
2020.04.02 06:58:42.076,,,,,,,,,,,,,,,,,167.26206970215,,,,,
2020.04.02 06:58:47.088,,,,,,,,,,,,157.58166503906,,,,,,,,,,
2020.04.02 06:59:43.074,0.5,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:00:00.082,,,,,163.17428588867,,,,,,,,,,,,,,,,,
2020.04.02 07:01:27.074,,,,,,,,,,,,,,,,,167.36688232422,,,,,
2020.04.02 07:01:39.068,,,,,,,,,,,,157.69396972656,,,,,,,,,,
2020.04.02 07:03:38.086,,,,,,,,,,,,,,,,,167.49415588379,,,,,
2020.04.02 07:04:04.083,,,,,,163.10690307617,,,,,,,,,,,,,,,,
2020.04.02 07:04:24.083,,,,,,,,,,,,157.7912902832,,,,,,,,,,
2020.04.02 07:04:43.093,0.60000002384186,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:06:16.081,,,,,,,162.9571685791,,,,,,,,,,,,,,,
2020.04.02 07:06:18.074,,,,,,,,,,,,,,,,,167.62892150879,,,,,
2020.04.02 07:07:01.093,,,,,,,,,,,,157.9035949707,,,,,,,,,,
2020.04.02 07:07:18.082,,,,,163.22668457031,,,,,,,,,,,,,,,,,
2020.04.02 07:08:58.085,,,,,,,,,,,,,,,,,167.74870300293,,,,,
2020.04.02 07:09:35.012,,,,,,,,,687.14916992188,,,,,,,,,,,,,
2020.04.02 07:10:03.095,,,,,,,,,,,,158.00840759277,,,,,,,,,,
2020.04.02 07:10:13.085,0.69999998807907,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:11:13.090,,,,,,163.15930175781,,,,,,,,,,,,,,,,
2020.04.02 07:11:25.008,,,,,,,,,,,,,,,,,167.8759765625,,,,,
2020.04.02 07:11:54.001,,,,,,,162.99459838867,,,,,,,,,,,,,,,
2020.04.02 07:12:14.003,,,,,,,,,,724.48010253906,,,,,,,,,,,,
2020.04.02 07:12:43.009,0.80000001192093,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:12:56.016,,,,,,,,,,,,158.12818908691,,,,,,,,,,
2020.04.02 07:13:33.022,,,,,,,,,,,,,,,,,168.0107421875,,,,,
2020.04.02 07:14:13.013,0.89999997615814,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:15:41.014,,,,,,,,,,,,158.24798583984,,,,,,,,,,
2020.04.02 07:15:47.021,,,,,,,,,,,,,,,,,168.16796875,,,,,
2020.04.02 07:15:55.022,,,,,163.26412963867,,,,,,,,,,,,,,,,,
2020.04.02 07:17:55.008,,,,,,,163.03952026367,,,,,,,,,,,,,,,
2020.04.02 07:18:03.018,,,,,,,,,,,,,,,,,168.31770324707,,,,,
2020.04.02 07:18:04.014,,,,,,,,,,,,158.36776733398,,,,,,,,,,
2020.04.02 07:18:43.033,1,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:18:52.019,,,,,,163.19674682617,,,,,,,,,,,,,,,,
2020.04.02 07:20:07.024,,,,,,,,,,,,,,,,,168.47491455078,,,,,
2020.04.02 07:20:14.024,,,,,,,,,,,,158.50253295898,,,,,,,,,,
2020.04.02 07:21:06.026,,,,,163.32402038574,,,,,,,,,,,,,,,,,
2020.04.02 07:21:13.027,1.1000000238419,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:22:02.025,,,,,,,,,,,,,,,,,168.63963317871,,,,,
2020.04.02 07:22:13.018,1.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:22:25.025,,,,,,,,,,,,158.64479064941,,,,,,,,,,
2020.04.02 07:23:28.022,,,,,,,163.09941101074,,,,,,,,,,,,,,,
2020.04.02 07:23:31.025,,,,,,163.26412963867,,,,,,,,,,,,,,,,
2020.04.02 07:23:53.029,,,,,,,,,,,,,,,,,168.83428955078,,,,,
2020.04.02 07:24:31.032,,,,,,,,,,,,158.80200195313,,,,,,,,,,
2020.04.02 07:25:53.028,,,,,,,,,,,,,,,,,169.01396179199,,,,,
2020.04.02 07:26:10.040,,,,,,,,,,724.33459472656,,,,,,,,,,,,
2020.04.02 07:26:13.028,1.2999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:26:40.042,,,,,,,,,,,,158.95922851563,,,,,,,,,,
2020.04.02 07:27:19.036,,,,,163.38391113281,,,,,,,,,,,,,,,,,
2020.04.02 07:27:43.016,1.3999999761581,,,,,,,,,,,,,,,,169.18615722656,,,,,
2020.04.02 07:28:38.046,,,,,,,163.15182495117,,,,,,,,,,,,,,,
2020.04.02 07:28:51.040,,,,,,,,,,,,159.1089630127,,,,,,,,,,
2020.04.02 07:29:13.041,1.5,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:29:14.002,,,,,,163.33151245117,,,,,,,,,,,,,,,,
2020.04.02 07:29:30.036,,,,,,,,,,,,,,,,,169.35835266113,,,,,
2020.04.02 07:30:43.051,1.6000000238419,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:31:07.043,,,,,,,,,,,,159.25120544434,,,,,,,,,,
2020.04.02 07:31:13.050,1.5,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:31:17.038,,,,,,,,,,,,,,,,,169.52307128906,,,,,
2020.04.02 07:31:23.038,,,,,163.45878601074,,,,,,,,,,,,,,,,,
2020.04.02 07:31:35.039,,,,,,,,,,724.48010253906,,,,,,,,,,,,
2020.04.02 07:32:53.030,,,,,,,163.21920776367,,,,,,,,,,,,,,,
2020.04.02 07:33:02.034,,,,,,,,,,,,,,,,,169.70275878906,,,,,
2020.04.02 07:33:18.041,,,,,,,,,,,,159.40093994141,,,,,,,,,,
2020.04.02 07:33:43.062,1.6000000238419,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:34:05.035,,,,,,163.38391113281,,,,,,,,,,,,,,,,
2020.04.02 07:34:50.051,,,,,,,,,,,,,,,,,169.87495422363,,,,,
2020.04.02 07:35:13.037,1.7000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:35:31.045,,,,,,,,,,,,159.55068969727,,,,,,,,,,
2020.04.02 07:36:38.043,,,,,163.51867675781,,,,,,,,,,,,,,,,,
2020.04.02 07:36:42.051,,,,,,,,,,,,,,,,,170.03965759277,,,,,
2020.04.02 07:37:17.060,,,,,,,163.28659057617,,,,,,,,,,,,,,,
2020.04.02 07:37:44.050,,,,,,163.45129394531,,,,,,,,,,,,,,,,
2020.04.02 07:37:57.058,,,,,,,,,,,,159.69293212891,,,,,,,,,,
2020.04.02 07:38:31.064,,,,,,,,,,,,,,,,,170.18939208984,,,,,
2020.04.02 07:38:43.017,1.7999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:40:08.059,,,,,,,,,,,,,,,,,170.37655639648,,,,,
2020.04.02 07:40:19.068,,,,,,,,,,,,159.84266662598,,,,,,,,,,
2020.04.02 07:40:42.063,,,,,163.59353637695,,,,,,,,,,,,,,,,,
2020.04.02 07:42:08.078,,,,,,,,,,,,,,,,,170.53378295898,,,,,
2020.04.02 07:42:10.075,,,,,,163.53364562988,,,,,,,,,,,,,,,,
2020.04.02 07:42:30.074,,,,,,,163.36894226074,,,,,,,,,,,,,,,
2020.04.02 07:42:48.068,,,,,,,,,,,,159.97743225098,,,,,,,,,,
2020.04.02 07:43:43.070,1.8999999761581,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:43:58.067,,,,,,,,,,,,,,,,,170.70597839356,,,,,
2020.04.02 07:44:41.074,,,,,163.67590332031,,,,,,,,,,,,,,,,,
2020.04.02 07:45:03.064,,,,,,,,,,,,160.11967468262,,,,,,,,,,
2020.04.02 07:45:54.027,,,,,,,,,,,,,,,,,170.8706817627,,,,,
2020.04.02 07:46:14.042,,,,,,163.62348937988,,,,,,,,,,,,,,,,
2020.04.02 07:46:24.059,,,,,,,163.44380187988,,,,,,,,,,,,,,,
2020.04.02 07:47:29.069,,,,,,,,,,,,160.25444030762,,,,,,,,,,
2020.04.02 07:47:42.076,,,,,,,,,,,,,,,,,171.03540039063,,,,,
2020.04.02 07:48:31.076,,,,,163.75825500488,,,,,,,,,,,,,,,,,
2020.04.02 07:49:33.075,,,,,,,,,,,,,,,,,171.19262695313,,,,,
2020.04.02 07:49:48.073,,,,,,,163.53364562988,,,,,,,,,,,,,,,
2020.04.02 07:49:52.084,,,,,,,,,,,,160.38920593262,,,,,,,,,,
2020.04.02 07:50:12.088,,,,,,163.71333312988,,,,,,,,,,,,,,,,
2020.04.02 07:50:43.001,2,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:51:22.088,,,,,,,,,,,,,,,,,171.35733032227,,,,,
2020.04.02 07:51:50.006,,,,,163.84809875488,,,,,,,,,,,,,,,,,
2020.04.02 07:52:21.090,,,,,,,,,,,,160.51647949219,,,,,,,,,,
2020.04.02 07:53:11.088,,,,,,,163.62348937988,,,,,,,,,,,,,,,
2020.04.02 07:53:15.002,,,,,,,,,,,,,,,,,171.52952575684,,,,,
2020.04.02 07:53:33.085,,,,,,163.78819274902,,,,,,,,,,,,,,,,
2020.04.02 07:54:59.000,,,,,,,,,,,,160.63626098633,,,,,,,,,,
2020.04.02 07:55:20.004,,,,,,,,,,,,,,,,,171.68675231934,,,,,
2020.04.02 07:55:27.005,,,,,163.93792724609,,,,,,,,,,,,,,,,,
2020.04.02 07:56:45.053,,,,,,163.87055969238,,,,,,,,,,,,,,,,
2020.04.02 07:56:57.088,,,,,,,163.69836425781,,,,,,,,,,,,,,,
2020.04.02 07:57:13.009,,,,,,,,,,,,,,,,,171.85894775391,,,,,
2020.04.02 07:57:26.094,,,,,,,,,,,,160.7635345459,,,,,,,,,,
2020.04.02 07:58:43.094,2.0999999046326,,,,,,,,,,,,,,,,,,,,,
2020.04.02 07:58:59.002,,,,,164.02029418945,,,,,,,,,,,,,,,,,
2020.04.02 07:59:15.004,,,,,,,,,,,722.87915039063,,,,,,172.02365112305,,,,,
2020.04.02 08:00:09.008,,,,,,,,,,,,160.89082336426,,,,,,,,,,
2020.04.02 08:00:10.008,,,,,,,163.77322387695,,,,,,,,,,,,,,,
2020.04.02 08:00:13.004,,,,,,163.94541931152,,,,,,,,,,,,,,,,
2020.04.02 08:01:13.028,,,,,,,,,,,,,,,,,172.18087768555,,,,,
2020.04.02 08:02:40.007,,,,,164.11012268066,,,,,,,,,,,,,,,,,
2020.04.02 08:02:46.029,,,,,,,,,,,,161.01809692383,,,,,,,,,,
2020.04.02 08:03:07.013,,,,,,,,,,,,,,,,,172.35307312012,,,,,
2020.04.02 08:03:13.009,2.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.02 08:03:26.020,,,,,,,163.85557556152,,,,,,,,,,,,,,,
2020.04.02 08:03:30.015,,,,,,164.02029418945,,,,,,,,,,,,,,,,
2020.04.02 08:05:09.016,,,,,,,,,,,,,,,,,172.54023742676,,,,,
2020.04.02 08:05:16.024,,,,,,,,,,,,161.16033935547,,,,,,,,,,
2020.04.02 08:06:44.024,,,,,164.19248962402,,,,,,,,,,,,,,,,,
2020.04.02 08:06:45.020,,,,,,164.11012268066,,,,,,,,,,,,,,,,
2020.04.02 08:07:12.015,,,,,,,,,,,,,,,,,172.7049407959,,,,,
2020.04.02 08:07:15.023,,,,,,,163.93792724609,,,,,,,,,,,,,,,
2020.04.02 08:07:47.065,,,,,,,,,,,,161.28761291504,,,,,,,,,,
2020.04.02 08:09:08.020,,,,,,,,,,,,,,,,,172.8846282959,,,,,
2020.04.02 08:09:17.026,,,,,,,,,,,723.02478027344,,,,,,,,,,,
2020.04.02 08:10:13.027,,,,,,,,,,,,161.41488647461,,,,,,,,,,
2020.04.02 08:11:11.029,,,,,,,,,,,,,,,,,173.0418548584,,,,,
2020.04.02 08:11:29.044,,,,,164.26734924316,,,,,,,,,,,,,,,,,
2020.04.02 08:11:44.038,,,,,,,164.00531005859,,,,,,,,,,,,,,,
2020.04.02 08:11:46.036,,,,,,164.18499755859,,,,,,,,,,,,,,,,
2020.04.02 08:11:54.031,,,,,,,,,,724.55285644531,,,,,,,,,,,,
2020.04.02 08:12:55.042,,,,,,,,,,,,161.53468322754,,,,,,,,,,
2020.04.02 08:13:05.035,,,,,,,,,,,,,,,,,173.20655822754,,,,,
2020.04.02 08:15:19.040,,,,,,,,,,,,,,,,,173.37127685547,,,,,
2020.04.02 08:15:50.043,,,,,,,,,,,,161.63949584961,,,,,,,,,,
2020.04.02 08:15:55.051,,,,,,,164.07269287109,,,,,,,,,,,,,,,
2020.04.02 08:15:59.044,,,,,164.34222412109,,,,,,,,,,,,,,,,,
2020.04.02 08:16:23.036,,,,,,164.25987243652,,,,,,,,,,,,,,,,
2020.04.02 08:17:26.048,,,,,,,,,,,,,,,,,173.52101135254,,,,,
2020.04.02 08:17:34.058,,,,,,,,,,,722.87915039063,,,,,,,,,,,
2020.04.02 08:19:00.054,,,,,,,,,,,,161.73681640625,,,,,,,,,,
2020.04.02 08:19:41.058,,,,,,,,,,,,,,,,,173.67074584961,,,,,
2020.04.02 08:20:13.058,,,,,,,164.13258361816,,,,,,,,,,,,,,,
2020.04.02 08:20:23.052,,,,,164.40960693359,,,,,,,,,,,,,,,,,
2020.04.02 08:21:07.046,,,,,,164.33473205566,,,,,,,,,,,,,,,,
2020.04.02 08:22:00.058,,,,,,,,,,,,,,,,,173.82048034668,,,,,
2020.04.02 08:22:11.057,,,,,,,,,,,,161.83415222168,,,,,,,,,,
2020.04.02 08:24:06.057,,,,,,,164.19996643066,,,,,,,,,,,,,,,
2020.04.02 08:24:10.066,,,,,,,,,,,,,,,,,173.97021484375,,,,,
2020.04.02 08:24:58.066,,,,,164.46949768066,,,,,,,,,,,,,,,,,
2020.04.02 08:25:38.059,,,,,,,,,,,,161.93896484375,,,,,,,,,,
2020.04.02 08:26:04.061,,,,,,164.39462280273,,,,,,,,,,,,,,,,
2020.04.02 08:26:26.068,,,,,,,,,,,,,,,,,174.11994934082,,,,,
2020.04.02 08:27:17.067,,,,,,,,,,724.62573242188,,,,,,,,,,,,
2020.04.02 08:28:13.063,2.2999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.02 08:28:26.068,,,,,,,,,,,723.02478027344,,,,,,,,,,,
2020.04.02 08:28:36.063,,,,,,,,,,,,,,,,,174.27717590332,,,,,
2020.04.02 08:28:43.069,2.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.02 08:28:48.033,,,,,,,164.26734924316,,,,,,,,,,,,,,,
2020.04.02 08:29:03.072,,,,,,,,,,,,162.05126953125,,,,,,,,,,
2020.04.02 08:29:11.073,,,,,164.54435729981,,,,,,,,,,,,,,,,,
2020.04.02 08:29:13.081,2.2999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.02 08:30:03.073,,,,,,164.44703674316,,,,,,,,,,,,,,,,
2020.04.02 08:30:45.081,,,,,,,,,,,,,,,,,174.42691040039,,,,,
2020.04.02 08:32:18.081,,,,,,,,,,,,162.14859008789,,,,,,,,,,
2020.04.02 08:32:56.083,,,,,,,,,,,,,,,,,174.57664489746,,,,,
2020.04.02 08:33:10.081,,,,,,,164.33473205566,,,,,,,,,,,,,,,
2020.04.02 08:33:57.086,,,,,,164.52189636231,,,,,,,,,,,,,,,,
2020.04.02 08:34:23.086,,,,,164.61174011231,,,,,,,,,,,,,,,,,
2020.04.02 08:35:05.085,,,,,,,,,,,,,,,,,174.72637939453,,,,,
2020.04.02 08:35:28.080,,,,,,,,,,,,162.24592590332,,,,,,,,,,
2020.04.02 08:35:34.000,,,,,,,,,,,722.87915039063,,,,,,,,,,,
2020.04.02 08:37:21.083,,,,,,,,,,,,,,,,,174.8761138916,,,,,
