Time,190-AT2001-AirTemp_(C),990-PC-2301A-H1,990-PC-2301B-H2,990-PC-2302-H1,990-PT-2304A_(barg),990-PT-2304B_(barg),990-PT-2304C_(barg),990-PSHL-2300,990-LT-2331_(mm),990-LT-2332_(mm),990-LT-2333_(mm),990-LT-2334_(mm),990-LT-2335_(mm),990-PT-2309_(barg),190-ZSL-2201,190-ZSH-2201,190-ZSI-2201,190-ZT-2201_(%),990-PT-2329_(barg)
2020.04.01 02:00:22.018,,,,,,,,,,,,,649.0175781,,,,,,
2020.04.01 02:05:31.026,,,,,,,,,669.9025879,,,,,,,,,,
2020.04.01 02:05:40.029,2,,,,,,,,,,,,,,,,,,
2020.04.01 02:08:03.034,,,,,,169.8612061,,,,,,,,,,,,,
2020.04.01 02:09:45.049,,,,,,,,,,,,,,,,,,,164.191864
2020.04.01 02:11:25.051,,,,,169.5926514,,,,,,,,,,,,,,
2020.04.01 02:12:31.046,,,,,,,,,,,,,,169.4633636,,,,,
2020.04.01 02:12:33.059,,,,,,,169.7915802,,,,,,,,,,,,
2020.04.01 02:17:57.038,,,,,,,,,,,657.0223389,,,,,,,,
2020.04.01 02:19:17.066,,,,,169.5628204,,,,,,,,,,,,,,
2020.04.01 02:20:56.047,,,,,,,,,,,,,,169.41362,,,,,
2020.04.01 02:23:46.040,,,,,,,,,,,,,648.9448242,,,,,,
2020.04.01 02:24:15.060,,,,,,,,,669.7570801,,,,,,,,,,
2020.04.01 02:24:25.049,,,,,,169.8413086,,,,,,,,,,,,,
2020.04.01 02:26:19.060,,,,,,,,,,,656.949585,,,,,,,,
2020.04.01 02:30:10.042,,,,,,,169.7816315,,,,,,,,,,,,
2020.04.01 02:32:23.067,,,,,,,,,,,,,,169.3837891,,,,,
2020.04.01 02:33:16.066,,,,,,,,,,,,,,,,,,,164.1719818
2020.04.01 02:35:15.063,,,,,169.5329742,,,,,,,,,,,,,,
2020.04.01 02:35:56.059,,,,,,169.8114777,,,,,,,,,,,,,
2020.04.01 02:37:46.082,,,,,,,169.7617493,,,,,,,,,,,,
2020.04.01 02:38:41.065,2.099999905,,,,,,,,,,,,,,,,,,
2020.04.01 02:43:48.079,,,,,,,,,,662.6256104,,,,,,,,,
2020.04.01 02:43:52.075,,,,,,,,,,,,,648.8720703,,,,,,
2020.04.01 02:44:10.072,2.200000048,,,,,,,,,,,,,,,,,,
2020.04.01 02:45:50.092,,,,,,,,,,,,,,169.4931946,,,,,
2020.04.01 02:46:44.081,,,,,,,169.7418518,,,,,,,,,,,,
2020.04.01 02:47:11.048,2.299999952,,,,,,,,,,,,,,,,,,
2020.04.01 02:50:34.090,,,,,,,,,,,,,,,,,,,164.1123047
2020.04.01 02:50:40.087,,,,,,,,,,,,,,169.41362,,,,,
2020.04.01 02:51:44.086,,,,,,,,,,662.6983643,,,,,,,,,
2020.04.01 02:51:50.088,,,,,,169.7816315,,,,,,,,,,,,,
2020.04.01 02:52:56.091,,,,,169.513092,,,,,,,,,,,,,,
2020.04.01 02:53:41.087,2.200000048,,,,,,,,,,,,,,,,,,
2020.04.01 02:55:11.086,,,,,,,,,,,,,,,,,,,164.0327301
2020.04.01 02:55:13.085,,,,,,,,,,,,,,169.3539429,,,,,
2020.04.01 02:58:14.002,,,,,,,,,669.6843262,,,,,,,,,,
2020.04.01 03:01:35.007,,,,,,,,,,,,,,,,,,,163.9830017
2020.04.01 03:03:41.009,2.299999952,,,,,,,,,,,,,,,,,,
2020.04.01 03:06:52.000,,,,,,,,,,,,,648.7993164,,,,,,
2020.04.01 03:07:11.067,2.200000048,,,,,,,,,,,,,,,,,,
2020.04.01 03:07:37.003,,,,,169.5031433,,,,,,,,,,,,,,
2020.04.01 03:09:01.001,,,,,,,169.7319031,,,,,,,,,,,,
2020.04.01 03:13:33.000,,,,,,,,,,,,,,169.3340607,,,,,
2020.04.01 03:13:56.030,,,,,,,,,,,,,,,,,,,164.0128326
2020.04.01 03:19:10.030,2.099999905,,,,,,,,,,,,,,,,,,
2020.04.01 03:21:09.016,,,,,,169.7617493,,,,,,,,,,,,,
2020.04.01 03:21:46.031,,,,,,,169.6821747,,,,,,,,,,,,
2020.04.01 03:24:17.020,,,,,169.4832458,,,,,,,,,,,,,,
2020.04.01 03:25:40.015,2.200000048,,,,,,,,,,,,,,,,,,
2020.04.01 03:28:09.036,,,,,,,,,,,,,648.6538086,,,,,,
2020.04.01 03:28:53.044,,,,,,,,,,,,,,,,,,,164.0327301
2020.04.01 03:29:41.039,2.299999952,,,,,,,,,,,,,,,,,,
2020.04.01 03:30:27.034,,,,,,,,,,,,,,,,,,100.0479202,
2020.04.01 03:32:00.022,,,,,,,169.6921234,,,,,,,,,,,,
2020.04.01 03:32:16.025,,,,,,,,,,,,,,169.3638916,,,,,
2020.04.01 03:33:41.027,2.200000048,,,,,,,,,,,,,,,,,,
2020.04.01 03:36:46.040,,,,,,169.7418518,,,,,,,,,,,,,
2020.04.01 03:40:55.050,,,,,169.4434662,,,,,,,,,,,,,,
2020.04.01 03:46:03.048,,,,,,,,,669.6115723,,,,,,,,,,
2020.04.01 03:49:01.046,,,,,169.4633636,,,,,,,,,,,,,,
2020.04.01 03:49:12.061,,,,,,,,,,,,,,169.2942657,,,,,
2020.04.01 03:52:10.052,2.099999905,,,,,,,,,,,,,,,,,,
2020.04.01 03:57:11.069,2,,,,,,,,,,,,,,,,,,
2020.04.01 03:59:05.070,,,,,,,,,,,,,,169.2147064,,,,,
2020.04.01 04:01:12.080,,,,,,,,,,,,,648.5810547,,,,,,
2020.04.01 04:02:04.083,,,,,,,,,,,,,,169.2843323,,,,,
2020.04.01 04:03:00.082,,,,,,,,,,,,,,,,,,,164.0128326
2020.04.01 04:03:23.081,,,,,,,169.6324463,,,,,,,,,,,,
2020.04.01 04:05:50.081,,,,,,,,,,,,,,,,,,100.0443039,
2020.04.01 04:06:49.089,,,,,,,169.6821747,,,,,,,,,,,,
2020.04.01 04:07:41.089,2.099999905,,,,,,,,,,,,,,,,,,
2020.04.01 04:08:53.082,,,,,169.4534149,,,,,,,,,,,,,,
2020.04.01 04:09:35.085,,,,,,,,,,,,,,,,,,,163.9830017
2020.04.01 04:12:04.087,,,,,,,,,,,,657.9683838,,,,,,,
2020.04.01 04:12:26.089,,,,,,169.6921234,,,,,,,,,,,,,
2020.04.01 04:14:46.082,,,,,,,169.6523285,,,,,,,,,,,,
2020.04.01 04:16:53.000,,,,,,,,,,,,,,169.3539429,,,,,
2020.04.01 04:19:49.015,,,,,,,,,,,,657.8956299,,,,,,,
2020.04.01 04:20:32.092,,,,,,,,,,,,,,,,,,,164.0128326
2020.04.01 04:21:10.095,2.200000048,,,,,,,,,,,,,,,,,,
2020.04.01 04:21:24.016,,,,,169.4335175,,,,,,,,,,,,,,
2020.04.01 04:27:54.077,,,,,,,,,,,,,,169.3340607,,,,,
2020.04.01 04:29:37.003,,,,,,,169.642395,,,,,,,,,,,,
2020.04.01 04:30:23.000,,,,,,,,,,,,,648.5083008,,,,,,
2020.04.01 04:30:40.005,2.099999905,,,,,,,,,,,,,,,,,,
2020.04.01 04:31:25.087,,,,,,,,,,,,,,,,,,,164.0327301
2020.04.01 04:32:19.001,,,,,,,,,,,,,,169.2843323,,,,,
2020.04.01 04:33:40.098,2.200000048,,,,,,,,,,,,,,,,,,
2020.04.01 04:35:29.093,,,,,169.41362,,,,,,,,,,,,,,
2020.04.01 04:35:49.016,,,,,,,,,,,,,,169.3539429,,,,,
2020.04.01 04:36:35.014,,,,,,,169.5827179,,,,,,,,,,,,
2020.04.01 04:38:13.019,,,,,,,,,669.5388184,,,,,,,,,,
2020.04.01 04:38:20.019,,,,,,,,,,,,,,169.2445374,,,,,
2020.04.01 04:41:10.025,2.099999905,,,,,,,,,,,,,,,,,,
2020.04.01 04:41:59.024,,,,,,,169.6324463,,,,,,,,,,,,
2020.04.01 04:42:19.029,,,,,,,,,,,,,,169.194809,,,,,
2020.04.01 04:44:24.028,,,,,,,,,,,,,,,,,,,163.9830017
2020.04.01 04:48:34.030,,,,,,,,,,,,,,169.2445374,,,,,
2020.04.01 04:48:47.027,,,,,,,169.6125488,,,,,,,,,,,,
2020.04.01 04:52:45.112,,,,,169.3937378,,,,,,,,,,,,,,
2020.04.01 04:53:47.119,,,,,,,,,,,,,,169.3141632,,,,,
2020.04.01 04:56:45.038,,,,,,169.6523285,,,,,,,,,,,,,
2020.04.01 04:58:40.037,2.200000048,,,,,,,,,,,,,,,,,,
2020.04.01 04:59:13.042,,,,,,,,,,,,,,169.3937378,,,,,
2020.04.01 05:02:41.050,,,,,,,,,,,,,,169.3141632,,,,,
2020.04.01 05:03:23.063,,,,,,,,,,,,,648.4354248,,,,,,
2020.04.01 05:06:10.049,,,,,,,,,,,,,,169.2047577,,,,,
2020.04.01 05:10:10.056,2.099999905,,,,,,,,,,,,,,,,,,
2020.04.01 05:13:00.061,,,,,,,169.5926514,,,,,,,,,,,,
2020.04.01 05:14:09.063,,,,,,,,,,,,,,169.2843323,,,,,
2020.04.01 05:17:12.152,,,,,,,,,,662.6256104,,,,,,,,,
2020.04.01 05:17:21.070,,,,,,,,,,,,,,,,,,100.0479202,
2020.04.01 05:20:24.152,,,,,,169.642395,,,,,,,,,,,,,
2020.04.01 05:20:26.075,,,,,,,,,,,,,,169.3340607,,,,,
2020.04.01 05:21:41.070,,,,,169.3638916,,,,,,,,,,,,,,
2020.04.01 05:25:10.073,2.200000048,,,,,,,,,,,,,,,,,,
2020.04.01 05:25:40.152,,,,,,,,,,662.6983643,,,,,,,,,
2020.04.01 05:26:22.071,,,,,,,,,,,,,,,,,,,164.0227814
2020.04.01 05:31:50.084,,,,,,,,,669.3931885,,,,,,,,,,
2020.04.01 05:35:48.083,,,,,,,,,,,,,,169.2942657,,,,,
2020.04.01 05:39:13.090,,,,,,,169.5528717,,,,,,,,,,,,
2020.04.01 05:39:43.090,,,,,,,,,,,,,,,,,,,164.0625763
2020.04.01 05:40:56.100,,,,,,,,,,,,,648.289917,,,,,,
2020.04.01 05:41:47.100,,,,,,,,,669.5388184,,,,,,,,,,
2020.04.01 05:42:11.012,2.299999952,,,,,,,,,,,,,,,,,,
2020.04.01 05:45:10.093,2.400000095,,,,,,,,,,,,,,,,,,
2020.04.01 05:47:23.107,,,,,,,,,669.3931885,,,,,,,,,,
2020.04.01 05:48:16.109,,,,,,,,,,,,,,,,,,100.0443039,
2020.04.01 05:48:45.107,,,,,,,,,,,,,,169.3141632,,,,,
2020.04.01 05:49:11.107,2.5,,,,,,,,,,,,,,,,,,
2020.04.01 05:51:18.105,,,,,,,,,,,,,,,,,,,164.1123047
2020.04.01 05:52:06.102,,,,,,,,,,,,,,169.3937378,,,,,
2020.04.01 05:55:11.108,2.599999905,,,,,,,,,,,,,,,,,,
2020.04.01 05:55:24.107,,,,,,,169.5827179,,,,,,,,,,,,
2020.04.01 05:57:53.115,,,,,,,,,,,,,,,,,,,164.1719818
2020.04.01 06:00:37.116,,,,,,,,,,,,,,169.4335175,,,,,
2020.04.01 06:04:09.036,,,,,,,,,,,,,,169.3638916,,,,,
2020.04.01 06:04:48.006,,,,,,,,,,,,,,,,,,,164.2217102
2020.04.01 06:08:57.017,,,,,169.3937378,,,,,,,,,,,,,,
2020.04.01 06:10:52.019,,,,,,,,,,,,,,,,,,,164.2813873
2020.04.01 06:12:08.003,,,,,,,169.6026001,,,,,,,,,,,,
2020.04.01 06:14:10.018,2.700000048,,,,,,,,,,,,,,,,,,
2020.04.01 06:17:29.015,,,,,,,,,,,,,,,,,,,164.3410645
2020.04.01 06:18:11.018,2.799999952,,,,,,,,,,,,,,,,,,
2020.04.01 06:19:01.014,,,,,,,,,,,,,,169.3937378,,,,,
2020.04.01 06:22:52.035,,,,,,,,,,,,,,,,,,,164.3907928
2020.04.01 06:26:32.036,,,,,,169.6821747,,,,,,,,,,,,,
2020.04.01 06:27:18.019,,,,,,,169.642395,,,,,,,,,,,,
2020.04.01 06:28:10.014,,,,,,,,,,,,,,,,,,,164.4405212
2020.04.01 06:29:29.030,,,,,,,,,,,,,,169.4434662,,,,,
2020.04.01 06:31:54.027,,,,,,,,,,,,,,,,,,,164.5200958
2020.04.01 06:33:40.014,2.900000095,,,,,,,,,,,,,,,,,,
2020.04.01 06:34:18.017,,,,,,,,,,,,,,169.3937378,,,,,
2020.04.01 06:35:05.019,,,,,,,,,,,,,,,,,,100.0479202,
2020.04.01 06:37:24.045,,,,,,169.7120056,,,,,,,,,,,,,
2020.04.01 06:37:29.009,,,,,,,,,,,,,,,,,,,164.5897217
2020.04.01 06:38:52.036,,,,,169.4335175,,,,,,,,,,,,,,
2020.04.01 06:41:42.048,,,,,,,,,,,,,,,,,,,164.6593475
2020.04.01 06:45:15.042,,,,,,,,,,,,,,169.3141632,,,,,
2020.04.01 06:46:23.034,,,,,,,,,,,,,,,,,,,164.7687531
2020.04.01 06:48:41.029,3,,,,,,,,,,,,,,,,,,
2020.04.01 06:48:54.048,,,,,,,,,,,,,,169.41362,,,,,
2020.04.01 06:50:35.067,,,,,,,169.6821747,,,,,,,,,,,,
2020.04.01 06:51:21.055,,,,,,,,,,,,,,169.513092,,,,,
2020.04.01 06:51:54.040,,,,,169.4633636,,,,,,,,,,,,,,
2020.04.01 06:53:29.062,,,,,,,,,,,,,,,,,,,164.8682098
2020.04.01 06:53:59.066,,,,,,,,,,,,,,169.5926514,,,,,
2020.04.01 06:54:12.067,,,,,,169.7518005,,,,,,,,,,,,,
2020.04.01 06:57:54.070,,,,,,,,,,,,,,,,,,,164.9676819
2020.04.01 06:58:41.057,3.099999905,,,,,,,,,,,,,,,,,,
2020.04.01 07:02:20.067,,,,,,,,,,,,,,,,,,,165.0671387
2020.04.01 07:02:42.078,,,,,,,169.7319031,,,,,,,,,,,,
2020.04.01 07:03:22.054,,,,,169.4832458,,,,,,,,,,,,,,
2020.04.01 07:04:10.080,3.200000048,,,,,,,,,,,,,,,,,,
2020.04.01 07:06:08.085,,,,,,,,,,,,,,,,,,,165.1566467
2020.04.01 07:06:21.071,,,,,,,,,,,,,,169.6125488,,,,,
2020.04.01 07:07:11.078,,,,,,169.8015289,,,,,,,,,,,,,
2020.04.01 07:07:56.080,,,,,,,,,,,,,648.2171631,,,,,,
2020.04.01 07:08:11.082,3.299999952,,,,,,,,,,,,,,,,,,
2020.04.01 07:09:07.086,,,,,169.5329742,,,,,,,,,,,,,,
2020.04.01 07:09:20.085,,,,,,,,,,,,,,,,,,,165.2561188
2020.04.01 07:09:43.074,,,,,,,,,,,,,,169.642395,,,,,
2020.04.01 07:12:37.087,,,,,,,,,,,,,,,,,,,165.3555756
2020.04.01 07:13:40.075,3.400000095,,,,,,,,,,,,,,,,,,
2020.04.01 07:14:02.077,,,,,,,169.7816315,,,,,,,,,,,,
2020.04.01 07:15:45.097,,,,,,,,,,,,,,,,,,,165.4749298
2020.04.01 07:15:47.075,,,,,,,,,,,,,,169.6026001,,,,,
2020.04.01 07:17:34.017,,,,,,169.8512573,,,,,,,,,,,,,
2020.04.01 07:18:59.092,,,,,169.5827179,,,,,,,,,,,,,,
2020.04.01 07:19:14.087,,,,,,,,,,,,,,,,,,,165.5743866
2020.04.01 07:22:08.011,,,,,,,,,,,,,,,,,,,165.6838074
2020.04.01 07:22:11.083,3.5,,,,,,,,,,,,,,,,,,
2020.04.01 07:23:36.055,,,,,,,,,,,,,648.289917,,,,,,
2020.04.01 07:24:46.000,,,,,,,,,,,,,,169.6821747,,,,,
2020.04.01 07:25:03.088,,,,,,,169.8313599,,,,,,,,,,,,
2020.04.01 07:25:23.082,,,,,,,,,,,,,,,,,,,165.8031616
2020.04.01 07:25:59.080,,,,,,169.9009857,,,,,,,,,,,,,
2020.04.01 07:27:05.097,,,,,169.642395,,,,,,,,,,,,,,
2020.04.01 07:27:58.007,,,,,,,,,,,,,,169.8015289,,,,,
2020.04.01 07:28:36.007,,,,,,,,,,,,,,,,,,,165.9225159
2020.04.01 07:30:41.001,3.599999905,,,,,,,,,,,,,,,,,,
2020.04.01 07:31:25.004,,,,,,,,,,,,,,,,,,,166.0319214
2020.04.01 07:31:33.004,,,,,,,,,,,,,,169.8512573,,,,,
2020.04.01 07:31:41.010,,,,,,,169.8811035,,,,,,,,,,,,
2020.04.01 07:33:07.003,,,,,,169.9407806,,,,,,,,,,,,,
2020.04.01 07:34:00.008,,,,,,,,,,,,,,,,,,,166.1313782
2020.04.01 07:34:41.007,,,,,,,,,,,,,,169.7816315,,,,,
2020.04.01 07:35:40.090,3.700000048,,,,,,,,,,,,,,,,,,
2020.04.01 07:36:28.015,,,,,169.6921234,,,,,,,,,,,,,,
2020.04.01 07:36:30.025,,,,,,,,,,,,,,,,,,,166.2706299
2020.04.01 07:39:27.002,,,,,,,,,,,,,,169.8612061,,,,,
2020.04.01 07:39:46.022,,,,,,,,,,,,,,,,,,,166.3999329
2020.04.01 07:39:55.028,,,,,,169.990509,,,,,,,,,,,,,
2020.04.01 07:40:33.025,,,,,,,169.9407806,,,,,,,,,,,,
2020.04.01 07:40:41.028,3.799999952,,,,,,,,,,,,648.2171631,,,,,,
2020.04.01 07:40:42.019,,,,,,,,,,,,,,,,,,100.0443039,
2020.04.01 07:42:38.108,,,,,,,,,,,,,,,,,,,166.5192871
2020.04.01 07:43:40.026,3.900000095,,,,,,,,,,,,,,,,,,
2020.04.01 07:44:10.063,3.799999952,,,,,,,,,,,,,,,,,,
2020.04.01 07:44:40.025,3.900000095,,,,169.7418518,,,,,,,,,,,,,,
2020.04.01 07:45:09.028,,,,,,,,,,,,,,,,,,,166.6485748
2020.04.01 07:47:07.035,,,,,,170.0402374,,,,,,,,,,,,,
2020.04.01 07:47:47.017,,,,,,,,,,,,,,,,,,,166.7977753
2020.04.01 07:48:25.028,,,,,,,169.990509,,,,,,,,,,,,
2020.04.01 07:48:30.033,,,,,,,,,,,,,,169.9407806,,,,,
2020.04.01 07:49:11.024,4,,,,,,,,,,,,,,,,,,
2020.04.01 07:50:27.009,,,,,169.7915802,,,,,,,,,,,,,,
2020.04.01 07:50:43.025,,,,,,,,,,,,,,,,,,,166.9270782
2020.04.01 07:53:10.080,,,,,,,,,,,,,,,,,,,167.06633
2020.04.01 07:53:48.033,,,,,,170.0899658,,,,,,,,,,,,,
2020.04.01 07:54:54.038,,,,,,,170.0402374,,,,,,,,,,,,
2020.04.01 07:55:39.045,,,,,,,,,,,,,,,,,,,167.2055664
2020.04.01 07:57:05.041,,,,,,,,,,,,,,170.0501862,,,,,
2020.04.01 07:57:18.033,,,,,,,,,,,,,648.289917,,,,,,
2020.04.01 07:57:34.029,,,,,169.8413086,,,,,,,,,,,,,,
2020.04.01 07:58:07.036,,,,,,,,,,,,,,,,,,,167.3448181
2020.04.01 07:58:11.046,4.099999905,,,,,,,,,,,,,,,,,,
2020.04.01 07:58:49.048,,,,,,170.1496429,,,,,,,,,,,,,
2020.04.01 08:00:18.048,,,,,,,170.0899658,,,,,,,,,,,,
2020.04.01 08:00:24.047,,,,,,,,,,,,,,,,,,,167.4940033
2020.04.01 08:02:52.051,,,,,169.891037,,,,,,,,,,,,,,
2020.04.01 08:03:00.059,,,,,,,,,,,,,,,,,,,167.6432037
2020.04.01 08:03:11.040,4.199999809,,,,,,,,,,,,,,,,,,
2020.04.01 08:05:25.055,,,,,,,,,,,,,,,,,,,167.7923889
2020.04.01 08:05:41.048,,,,,,170.1993713,,,,,,,,,,,,,
2020.04.01 08:06:13.058,,,,,,,,,,,,,,,,,,100.0479202,
2020.04.01 08:06:16.053,,,,,,,170.1595917,,,,,,,,,,,,
2020.04.01 08:06:40.048,4.300000191,,,,,,,,,,,,,,,,,,
2020.04.01 08:07:41.055,,,,,,,,,,,,,,,,,,,167.9714203
2020.04.01 08:08:32.042,,,,,169.9507141,,,,,,,,,,,,,,
2020.04.01 08:10:22.059,,,,,,,,,,,,,,,,,,,168.110672
2020.04.01 08:10:30.044,,,,,,,,,,,,,,169.990509,,,,,
2020.04.01 08:11:43.043,,,,,,170.2590485,,,,,,,,,,,,,
2020.04.01 08:12:38.031,,,,,,,,,,,,,,,,,,,168.2598724
2020.04.01 08:13:18.061,,,,,,,170.2093201,,,,,,,,,,,,
2020.04.01 08:13:38.029,,,,,,,,,,,,,,170.1297455,,,,,
2020.04.01 08:14:41.064,4.400000095,,,,,,,,,,,,,,,,,,
2020.04.01 08:14:54.054,,,,,,,,,,,,,,,,,,,168.4090576
2020.04.01 08:15:40.064,,,,,170.0103912,,,,,,,,,,,,,,
