Time,190-AT1001-AirTemp_(C),990-PC-1206A-H1,990-PC-1206B-H2,990-PC-1207-H1,990-PT-1254A_(barg),990-PT-1254B_(barg),990-PT-1254C_(barg),990-PSHL-1250,990-LT-1281_(mm),990-LT-1282_(mm),990-LT-1283_(mm),990-PT-1259_(barg),190-ZSL-1203,190-ZSH-1203,190-ZSI-1203,190-ZT-1203_(%),990-PT-1279_(barg),190-ZSL-1204,190-ZSH-1204,190-ZSI-1204,190-ZT-1204_(%)
2020.04.02 10:18:13.058,,,,,176.5606384,176.2911072,176.388443,,,,,,,,,,,,,,96.69515228
2020.04.02 10:18:14.054,,,,,,,,,,780.5130615,,,,,,,,,,,
2020.04.02 10:18:15.055,,,,,,,,,776.65625,,768.2877197,,,,,,,,,,
2020.04.02 10:18:16.058,,,,,,,,,,,,,,,,,,,,,99.79836273
2020.04.02 10:18:17.049,,,,,,,,,,,,,,,,,90.5525589,,,,
2020.04.02 10:18:20.057,,,,,174.0750275,173.8429413,173.89534,,,,,,,,,,,,,,
2020.04.02 10:18:21.367,,,,,,,,,,,,,,,,,,,,0,
2020.04.02 10:18:22.048,,,,,,,,,,771.5623779,,,,,,,94.27348328,,,,
2020.04.02 10:18:23.047,,,,,,,,,,,758.9003906,,,,,,,,,,
2020.04.02 10:18:23.289,,,,,,,,,,,,,,,,,130.8538666,,,,
2020.04.02 10:18:23.789,,,,,,,,,,,,,,,,,153.0671387,,,,
2020.04.02 10:18:24.051,,,,,,,,,767.1234131,,,,,,,,,,,,
2020.04.02 10:18:24.862,,,,,,,,,,,,,,,,,165.8171082,,,,
2020.04.02 10:18:31.057,,,,,173.1466675,,172.96698,,,,,,,,,,,,,,
2020.04.02 10:18:32.067,,,,,,,,,,,,,,,,,167.5016327,,,,
2020.04.02 10:18:33.059,,,,,,173.1466675,,,,,,,,,,,,,,,
2020.04.02 10:18:40.049,,,,,,,,,,,,,,,,,,,,,100.0226059
2020.04.02 10:18:43.027,2.900000095,,,,,,,,,,,,,,,,,,,,
2020.04.02 10:18:48.044,,,,,,,,,,769.8157959,,,,,,,,,,,
2020.04.02 10:18:55.053,,,,,,,,,,,,185.634613,,,,,,,,,
2020.04.02 10:19:06.050,,,,,,,,,,,,,,,,,168.0257111,,,,
2020.04.02 10:19:09.054,,,,,173.625824,,173.4461365,,,,,,,,,,,,,,
2020.04.02 10:19:12.062,,,,,,173.625824,,,,,,,,,,,,,,,
2020.04.02 10:19:19.051,,,,,,,,,,,758.0998535,,,,,,,,,,
2020.04.02 10:19:46.057,,,,,,,,,,,,185.2303314,,,,,,,,,
2020.04.02 10:19:50.061,,,,,,,,,,,,,,,,,168.4225159,,,,
2020.04.02 10:19:53.054,,,,,,,173.8504181,,,,,,,,,,,,,,
2020.04.02 10:19:54.048,,,,,174.0375977,,,,,,,,,,,,,,,,
2020.04.02 10:19:57.056,,,,,,174.0151367,,,,,,,,,,,,,,,
2020.04.02 10:20:35.053,,,,,,,,,766.7595215,,,,,,,,,,,,
2020.04.02 10:20:42.065,,,,,,,,,,,,184.8559875,,,,,,,,,
2020.04.02 10:20:48.061,,,,,,,174.1798401,,,,,,,,,,,,,,
2020.04.02 10:20:49.065,,,,,174.3520355,,,,,,,,,,,,,,,,
2020.04.02 10:20:51.049,,,,,,174.3370667,,,,,,,,,,,168.7294769,,,,
2020.04.02 10:21:44.065,,,,,,,,,,,,184.5190735,,,,,,,,,
2020.04.02 10:21:46.057,,,,,,,,,,,,,,,,,169.0364227,,,,
2020.04.02 10:21:54.067,,,,,174.6140747,,,,,,,,,,,,,,,,
2020.04.02 10:21:55.058,,,,,,,174.4418793,,,,,,,,,,,,,,
2020.04.02 10:22:00.068,,,,,,174.5991058,,,,,,,,,,,,,,,
2020.04.02 10:22:49.060,,,,,,,,,,,,184.1896667,,,,,,,,,
2020.04.02 10:23:09.066,,,,,,,,,,,,,,,,,169.2610321,,,,
2020.04.02 10:23:19.069,,,,,,,,,,,757.736084,,,,,,,,,,
2020.04.02 10:23:20.069,,,,,174.8237,,174.6515045,,,,,,,,,,,,,,
2020.04.02 10:23:30.060,,,,,,174.7787781,,,,,,,,,,,,,,,
2020.04.02 10:24:01.065,,,,,,,,,,,,183.8827057,,,,,,,,,
2020.04.02 10:24:50.056,,,,,,,,,,,,,,,,,169.4407196,,,,
2020.04.02 10:25:14.066,,,,,,174.9360046,,,,,,,,,,,,,,,
2020.04.02 10:25:17.047,,,,,,,174.7937622,,,,,,,,,,,,,,
2020.04.02 10:25:19.062,,,,,174.9809265,,,,,,,183.5982056,,,,,,,,,
2020.04.02 10:26:42.068,,,,,,,,,,,,183.3361664,,,,,169.6203918,,,,
2020.04.02 10:27:47.073,,,,,,,174.8985748,,,,,,,,,,,,,,
2020.04.02 10:27:54.073,,,,,,175.0483093,,,,,,,,,,,,,,,
2020.04.02 10:28:13.072,,,,,175.0857391,,,,,,,,,,,,,,,,
2020.04.02 10:28:15.070,,,,,,,,,,,,183.1040802,,,,,,,,,
2020.04.02 10:28:42.066,,,,,,,,,,,,,,,,,169.7851105,,,,
2020.04.02 10:29:52.079,,,,,,,,,,,,182.8794708,,,,,,,,,
2020.04.02 10:30:36.082,,,,,,,,,,,757.4449463,,,,,,,,,,
2020.04.02 10:30:56.080,,,,,,,,,,,,,,,,,169.934845,,,,
2020.04.02 10:31:21.072,,,,,,,174.9734344,,,,,,,,,,,,,,
2020.04.02 10:31:24.065,,,,,,,,,766.5412598,,,,,,,,,,,,
2020.04.02 10:31:36.079,,,,,,,,,,,,182.6773376,,,,,,,,,
2020.04.02 10:31:50.072,,,,,175.160614,,,,,,,,,,,,,,,,
2020.04.02 10:31:52.076,,,,,,175.1231842,,,,,,,,,,,,,,,
2020.04.02 10:33:12.066,,,,,,,,,,,,,,,,,170.0845795,,,,
2020.04.02 10:33:31.064,,,,,,,,,,,,182.4901581,,,,,,,,,
2020.04.02 10:35:13.016,3,,,,,,,,,,,,,,,,,,,,
2020.04.02 10:35:28.053,,,,,,,,,,,,,,,,,170.2193451,,,,
2020.04.02 10:35:42.055,,,,,,,,,,,,182.3404236,,,,,,,,,
2020.04.02 10:36:05.056,,,,,,,175.0258484,,,,,,,,,,,,,,
2020.04.02 10:36:27.062,,,,,175.2279968,,,,,,,,,,,,,,,,
2020.04.02 10:36:48.063,,,,,,175.1905518,,,,,,,,,,,,,,,
2020.04.02 10:37:33.063,,,,,,,,,,,,,,,,,170.3765564,,,,
2020.04.02 10:38:20.056,,,,,,,,,,,,182.21315,,,,,,,,,
2020.04.02 10:39:43.071,,,,,,,,,,,,,,,,,170.5262909,,,,
2020.04.02 10:41:06.069,,,,,,,175.0857391,,,,,,,,,,,,,,
2020.04.02 10:41:25.068,,,,,,,,,,,757.2994385,,,,,,,,,,
2020.04.02 10:41:43.075,,,,,,,,,,,,182.1158295,,,,,,,,,
2020.04.02 10:41:50.074,,,,,,,,,,,,,,,,,170.6835175,,,,
2020.04.02 10:42:48.074,,,,,,,,,766.3956299,,,,,,,,,,,,
2020.04.02 10:42:54.081,,,,,175.2803955,,,,,,,,,,,,,,,,
2020.04.02 10:43:07.083,,,,,,175.2429657,,,,,,,,,,,,,,,
2020.04.02 10:43:43.040,3.099999905,,,,,,,,,,,,,,,,,,,,
2020.04.02 10:44:03.079,,,,,,,,,,,,,,,,,170.8482208,,,,
2020.04.02 10:45:26.094,,,,,,,,,,,,182.0259857,,,,,,,,,
2020.04.02 10:46:21.094,,,,,,,,,,,,,,,,,171.0054474,,,,
2020.04.02 10:47:29.093,,,,,,,175.1381531,,,,,,,,,,,,,,
2020.04.02 10:48:36.090,,,,,,,,,,,,,,,,,171.1551819,,,,
2020.04.02 10:49:04.090,,,,,175.3477783,175.3028564,,,,,,,,,,,,,,,
2020.04.02 10:50:02.094,,,,,,,,,,,,181.943634,,,,,,,,,
2020.04.02 10:50:54.084,,,,,,,,,,,,,,,,,171.3049164,,,,
2020.04.02 10:52:07.001,,,,,,,,,,,757.0810547,,,,,,,,,,
2020.04.02 10:52:12.088,,,,,,,,,766.1773682,,,,,,,,,,,,
2020.04.02 10:52:55.095,,,,,,,175.1980438,,,,,,,,,,,,,,
2020.04.02 10:52:59.099,,,,,,,,,,,,,,,,,171.4471741,,,,
2020.04.02 10:55:05.091,,,,,,,,,,,,,,,,,171.6043854,,,,
2020.04.02 10:55:30.099,,,,,,175.3552704,,,,,,,,,,,,,,,
2020.04.02 10:56:15.002,,,,,,,,,,,,181.8912201,,,,,,,,,
2020.04.02 10:56:39.000,,,,,175.3927002,,,,,,,,,,,,,,,,
2020.04.02 10:57:24.001,,,,,,,,,,,,,,,,,171.7466431,,,,
2020.04.02 10:59:35.011,,,,,,,,,,,,,,,,,171.9038696,,,,
2020.04.02 11:00:36.013,,,,,,,,,,769.743042,,,,,,,,,,,
2020.04.02 11:01:19.016,,,,,,,175.2429657,,,,,,,,,,,,,,
2020.04.02 11:01:54.012,,,,,,,,,,,,,,,,,172.0461121,,,,
2020.04.02 11:02:13.088,3,,,,,,,,,,,,,,,,,,,,
2020.04.02 11:02:35.016,,,,,,,,,,,,181.8537903,,,,,,,,,
2020.04.02 11:02:48.013,,,,,175.43013,,,,,,,,,,,,,,,,
2020.04.02 11:02:55.016,,,,,,175.4001923,,,,,,,,,,,,,,,
2020.04.02 11:04:02.047,,,,,,,,,,,,,,,,,172.1958466,,,,
2020.04.02 11:06:25.023,,,,,,,,,,,,,,,,,172.3455811,,,,
2020.04.02 11:06:42.019,,,,,,,,,766.0318604,,,,,,,,,,,,
2020.04.02 11:07:58.021,,,,,,,175.2878876,,,,,,,,,,,,,,
2020.04.02 11:08:29.015,,,,,,,,,,,756.9355469,,,,,,,,,,
2020.04.02 11:08:58.024,,,,,175.490036,,,,,,,,,,,,,,,,
2020.04.02 11:09:07.027,,,,,,,,,,,,,,,,,172.4803467,,,,
2020.04.02 11:10:03.022,,,,,,175.4525909,,,,,,,,,,,,,,,
2020.04.02 11:11:11.023,,,,,,,,,,769.6702881,,,,,,,,,,,
2020.04.02 11:11:29.026,,,,,,,,,,,,,,,,,172.6151123,,,,
2020.04.02 11:13:48.033,,,,,,,,,,,,,,,,,172.7573547,,,,
2020.04.02 11:14:53.035,,,,,,,175.3178406,,,,,,,,,,,,,,
2020.04.02 11:15:51.031,,,,,,,,,,,,181.8987122,,,,,,,,,
2020.04.02 11:16:23.030,,,,,,,,,,,,,,,,,172.8846283,,,,
2020.04.02 11:18:59.039,,,,,,,,,,,,,,,,,173.026886,,,,
2020.04.02 11:19:55.045,,,,,,175.490036,,,,,,,,,,,,,,,
2020.04.02 11:20:57.045,,,,,,,,,765.8134766,,,,,,,,,,,,
2020.04.02 11:21:16.050,,,,,175.5349426,,,,,,,,,,,,,,,,
2020.04.02 11:21:40.047,,,,,,,,,,,,,,,,,173.1541595,,,,
2020.04.02 11:21:41.049,,,,,,,175.3552704,,,,,,,,,,,,,,
2020.04.02 11:22:11.044,,,,,,,,,,,,181.966095,,,,,,,,,
2020.04.02 11:22:24.040,,,,,,,,,,769.5975342,,,,,,,,,,,
2020.04.02 11:23:43.043,3.099999905,,,,,,,,,,,,,,,,,,,,
2020.04.02 11:24:06.038,,,,,,,,,,,,,,,,,173.2889099,,,,
2020.04.02 11:26:49.050,,,,,,,,,,,,,,,,,173.4311676,,,,
2020.04.02 11:27:31.053,,,,,,,,,,769.4520264,,,,,,,,,,,
2020.04.02 11:27:36.057,,,,,,,,,,,,182.0259857,,,,,,,,,
2020.04.02 11:28:12.058,,,,,,,,,,,756.7172852,,,,,,,,,,
2020.04.02 11:29:30.057,,,,,,,,,,,,,,,,,173.5584412,,,,
2020.04.02 11:30:21.054,,,,,,175.5274658,,,,,,,,,,,,,,,
2020.04.02 11:31:13.057,,,,,,,175.3927002,,,,,,,,,,,,,,
2020.04.02 11:31:42.047,,,,,,,,,,,,182.1008453,,,,,,,,,
2020.04.02 11:32:05.048,,,,,,,,,,,,,,,,,173.6932068,,,,
2020.04.02 11:32:21.047,,,,,175.5723877,,,,,,,,,,,,,,,,
2020.04.02 11:34:44.052,,,,,,,,,,,,,,,,,173.8204803,,,,
2020.04.02 11:36:22.062,,,,,,,,,,,,182.1906891,,,,,,,,,
2020.04.02 11:37:55.067,,,,,,,,,,,,,,,,,173.932785,,,,
2020.04.02 11:38:10.061,,,,,,,,,,,,,,,,99.99729156,,,,,
2020.04.02 11:39:19.064,,,,,,,,,,769.3792725,,,,,,,,,,,
2020.04.02 11:40:52.065,,,,,,,,,,,,,,,,,174.0375977,,,,
2020.04.02 11:42:21.065,,,,,,,,,765.7407227,,,,,,,,,,,,
2020.04.02 11:43:52.071,,,,,,,,,,,,,,,,,174.1424103,,,,
2020.04.02 11:45:08.070,,,,,,,,,,,,182.235611,,,,,,,,,
2020.04.02 11:45:40.075,,,,,,175.5499268,,,,,,,,,,,,,,,
2020.04.02 11:47:15.075,,,,,,,,,,,,,,,,,174.2397308,,,,
2020.04.02 11:48:30.077,,,,,175.6023254,,,,,,,,,,,,,,,,
2020.04.02 11:50:16.069,,,,,,,,,,,,,,,,,174.3445587,,,,
2020.04.02 11:50:37.080,,,,,,,,,,,756.5716553,,,,,,,,,,
2020.04.02 11:50:48.081,,,,,,,,,,769.3065186,,,,,,,,,,,
2020.04.02 11:51:36.081,,,,,,,,,,,,182.2880249,,,,,,,,,
2020.04.02 11:53:08.080,,,,,,,,,765.6679688,,,,,,,,,,,,
2020.04.02 11:53:23.083,,,,,,,175.4151611,,,,,,,,,,,,,,
2020.04.02 11:53:26.084,,,,,,,,,,,,,,,,,174.4418793,,,,
2020.04.02 11:56:16.001,,,,,,,,,,,,,,,,,174.5392151,,,,
2020.04.02 11:56:50.088,,,,,,,,,,,,182.3479156,,,,,,,,,
2020.04.02 11:59:00.088,,,,,,175.5723877,,,,,,,,,,,,,,,
2020.04.02 11:59:06.088,,,,,,,,,,,,,,,,,174.6739655,,,,
2020.04.02 12:00:52.001,,,,,,,,,,,,182.4377594,,,,,,,,,
2020.04.02 12:01:40.005,,,,,,,,,,769.2336426,,,,,,,,,,,
2020.04.02 12:02:14.002,,,,,,,,,,,,,,,,,174.801239,,,,
2020.04.02 12:02:47.004,,,,,,,,,765.5952148,,,,,,,,,,,,
2020.04.02 12:04:04.010,,,,,,,,,,,,182.5500641,,,,,,,,,
2020.04.02 12:04:52.014,,,,,,,,,,,,,,,,,174.9135437,,,,
2020.04.02 12:05:32.011,,,,,175.6173096,,,,,,,,,,,,,,,,
2020.04.02 12:06:48.008,,,,,,,175.460083,,,,,,,,,,,,,,
2020.04.02 12:07:01.008,,,,,,,,,,,,182.6773376,,,,,175.0483093,,,,
2020.04.02 12:08:10.011,,,,,,,,,,769.0881348,,,,,,,,,,,
2020.04.02 12:09:36.013,,,,,,,,,,,,,,,,,175.160614,,,,
2020.04.02 12:09:40.015,,,,,,,,,765.449707,,,,,,,,,,,,
2020.04.02 12:09:45.103,,,,,,,,,,,756.4989014,,,,,,,,,,
2020.04.02 12:10:13.031,3.200000048,,,,,,,,,,,,,,,,,,,,
2020.04.02 12:10:23.022,,,,,,,,,,,,182.7971191,,,,,,,,,
2020.04.02 12:11:25.022,,,,,,175.6023254,,,,,,,,,,,,,,,
2020.04.02 12:12:04.027,,,,,,,,,,,,,,,,,175.3028564,,,,
2020.04.02 12:13:37.023,,,,,,,,,,,,182.9169159,,,,,,,,,
2020.04.02 12:14:54.019,,,,,,,,,,,,,,,,,175.4376221,,,,
2020.04.02 12:15:59.021,,,,,175.6547394,,,,,,,,,,,,,,,,
2020.04.02 12:16:26.026,,,,,,,,,,,756.3533936,,,,,,,,,,
2020.04.02 12:16:41.029,,,,,,,,,,,,183.0366974,,,,,,,,,
2020.04.02 12:17:43.032,,,,,,,,,,,,,,,,99.99367523,,,,,
2020.04.02 12:17:46.029,,,,,,,,,,,,,,,,,175.5499268,,,,
2020.04.02 12:20:02.040,,,,,,,,,,,,183.1639709,,,,,,,,,
2020.04.02 12:20:09.038,,,,,,,,,,,,,,,,,175.6846924,,,,
2020.04.02 12:22:09.128,,,,,,,175.4750519,,,,,,,,,,,,,,
2020.04.02 12:22:58.044,,,,,,,,,,,,,,,,,175.8044739,,,,
2020.04.02 12:23:18.035,,,,,,,,,,,,183.2837677,,,,,,,,,
2020.04.02 12:23:58.057,,,,,,175.6247864,,,,,,,,,,,,,,,
2020.04.02 12:25:31.041,,,,,,,,,,,,,,,,,175.9392395,,,,
2020.04.02 12:26:22.045,,,,,,,,,,,,183.4035492,,,,,,,,,
2020.04.02 12:26:54.049,,,,,,,,,765.3768311,,,,,,,,,,,,
2020.04.02 12:27:08.048,,,,,,,,,,769.0153809,,,,,,,,,,,
2020.04.02 12:28:33.047,,,,,,,,,,,,,,,,,176.059021,,,,
2020.04.02 12:28:43.085,3.099999905,,,,,,,,,,,,,,,,,,,,
2020.04.02 12:30:00.041,,,,,,,,,,,,183.500885,,,,,,,,,
2020.04.02 12:31:43.048,,,,,,,,,,,756.2806396,,,,,,,,,,
2020.04.02 12:31:46.048,,,,,,,,,,,,,,,,,176.1638336,,,,
2020.04.02 12:33:09.071,,,,,,,175.4975128,,,,,,,,,,,,,,
2020.04.02 12:33:27.133,,,,,,,,,,,,183.6206665,,,,,,,,,
2020.04.02 12:34:07.049,,,,,175.6772003,,,,,,,,,,,,,,,,
2020.04.02 12:34:28.052,,,,,,175.6472473,,,,,,,,,,,,,,,
2020.04.02 12:34:48.050,,,,,,,,,,,,,,,,,176.2836304,,,,
2020.04.02 12:37:25.053,,,,,,,,,,,,183.7329712,,,,,,,,,
2020.04.02 12:38:04.056,,,,,,,,,,,,,,,,,176.3959351,,,,
2020.04.02 12:38:20.143,,,,,,,,,765.2313232,,,,,,,,,,,,
2020.04.02 12:41:10.061,,,,,,,,,,,,,,,,,176.5007477,,,,
2020.04.02 12:41:31.060,,,,,,,,,,,,183.8228149,,,,,,,,,
2020.04.02 12:42:43.003,3.200000048,,,,,,,,,,,,,,,,,,,,
2020.04.02 12:43:07.062,,,,,,,,,,768.942627,,,,,,,,,,,
2020.04.02 12:44:35.063,,,,,,,,,,,,,,,,,176.5905914,,,,
2020.04.02 12:44:37.068,,,,,,,,,,,756.2078857,,,,,,,,,,
2020.04.02 12:45:26.149,,,,,,,,,,,,183.9126587,,,,,,,,,
2020.04.02 12:48:10.070,,,,,175.6996613,,,,,,,,,,,,176.687912,,,,
2020.04.02 12:49:25.161,,,,,,,175.5124969,,,,,,,,,,,,,,
2020.04.02 12:49:37.070,,,,,,,,,,,,184.0099792,,,,,,,,,
2020.04.02 12:51:26.084,,,,,,,,,,,,,,,,,176.8002167,,,,
2020.04.02 12:52:05.009,,,,,,175.6772003,,,,,,,,,,,,,,,
2020.04.02 12:53:06.080,,,,,,,,,,,,184.1073151,,,,,,,,,
2020.04.02 12:54:41.079,,,,,,,,,,,,,,,,,176.9199982,,,,
2020.04.02 12:56:31.085,,,,,,,,,,,,184.2196045,,,,,,,,,
2020.04.02 12:56:42.010,,,,,,,,,,768.7242432,,,,,,,,,,,
2020.04.02 12:56:47.087,,,,,,,,,765.0858154,,,,,,,,,,,,
2020.04.02 12:57:21.087,,,,,,,,,,,755.989502,,,,,,,,,,
2020.04.02 12:58:01.088,,,,,,,,,,,,,,,,,177.0397949,,,,
2020.04.02 12:58:37.091,,,,,,,175.5424347,,,,,,,,,,,,,,
2020.04.02 12:59:48.093,,,,,,,,,,,,184.3319092,,,,,,,,,
2020.04.02 13:00:23.018,,,,,175.7146301,,,,,,,,,,,,,,,,
2020.04.02 13:00:58.092,,,,,,,,,,,,,,,,,177.1745605,,,,
2020.04.02 13:02:38.094,,,,,,,,,,,,184.4517059,,,,,,,,,
2020.04.02 13:03:12.019,3.299999952,,,,,,,,,,,,,,,,,,,,
2020.04.02 13:03:56.095,,,,,,,,,,,,,,,,,177.294342,,,,
2020.04.02 13:05:11.025,,,,,,,,,,,,,,,,99.99729156,,,,,
2020.04.02 13:05:58.028,,,,,,,,,,,,184.5714874,,,,,,,,,
2020.04.02 13:06:51.102,,,,,,,,,,,,,,,,,177.4141235,,,,
2020.04.02 13:06:55.104,,,,,,,175.5723877,,,,,,,,,,,,,,
2020.04.02 13:07:29.025,,,,,,175.7146301,,,,,,,,,,,,,,,
2020.04.02 13:08:35.104,,,,,175.7370911,,,,,,,,,,,,,,,,
2020.04.02 13:09:01.106,,,,,,,,,,,,184.6837921,,,,,,,,,
2020.04.02 13:09:59.000,,,,,,,,,,,,,,,,,177.5339203,,,,
2020.04.02 13:10:12.074,3.400000095,,,,,,,,,,,,,,,,,,,,
2020.04.02 13:11:11.110,,,,,,,,,765.0130615,,,,,,,,,,,,
2020.04.02 13:11:46.108,,,,,,,,,,,,184.8185577,,,,,,,,,
2020.04.02 13:12:35.003,,,,,,,,,,,,,,,,,177.6761627,,,,
2020.04.02 13:14:12.075,3.5,,,,,,,,,,,,,,,,,,,,
2020.04.02 13:14:17.005,,,,,,,,,,,,184.9832611,,,,,,,,,
2020.04.02 13:14:53.002,,,,,,,,,,,,,,,,,177.8483582,,,,
2020.04.02 13:16:30.114,,,,,,,,,,,,185.1554565,,,,,,,,,
2020.04.02 13:16:41.111,,,,,175.7969818,,,,,,,,,,,,,,,,
2020.04.02 13:16:59.013,,,,,,,,,,,,,,,,,178.0355377,,,,
2020.04.02 13:17:30.002,,,,,,175.7670441,,,,,,,,,,,,,,,
2020.04.02 13:17:42.079,3.599999905,,,,,,,,,,,,,,,,,,,,
2020.04.02 13:18:12.004,,,,,,,175.6247864,,,,,,,,,,,,,,
2020.04.02 13:18:31.003,,,,,,,,,,,,185.3201599,,,,,,,,,
2020.04.02 13:19:12.018,,,,,,,,,,,,,,,,,178.2002411,,,,
2020.04.02 13:20:39.119,,,,,,,,,,,,185.4698944,,,,,,,,,
2020.04.02 13:21:18.118,,,,,,,,,764.9403076,,,,,,,,,,,,
2020.04.02 13:21:28.017,,,,,,,,,,,,,,,,,178.3424835,,,,
2020.04.02 13:22:54.017,,,,,,,,,,,,185.6121521,,,,,,,,,
2020.04.02 13:23:23.130,,,,,,,,,,768.5787354,,,,,,,,,,,
2020.04.02 13:23:28.026,,,,,,175.8119659,,,,,,,,,,,,,,,
2020.04.02 13:23:39.014,,,,,,,,,,,,,,,,,178.4847412,,,,
2020.04.02 13:23:46.013,,,,,175.8493958,,,,,,,,,,,,,,,,
2020.04.02 13:24:23.013,,,,,,,175.6846924,,,,,,,,,,,,,,
2020.04.02 13:25:11.018,,,,,,,,,,,,185.7618866,,,,,,,,,
2020.04.02 13:25:48.023,,,,,,,,,,,,,,,,,178.6419678,,,,
2020.04.02 13:27:32.001,,,,,,,,,,,,185.9116211,,,,,,,,,
2020.04.02 13:28:14.046,,,,,,,,,,,,,,,,,178.7917023,,,,
2020.04.02 13:29:04.025,,,,,,175.8643646,,,,,,,,,,,,,,,
2020.04.02 13:29:09.026,,,,,175.9017944,,,,,,,,,,,,,,,,
2020.04.02 13:29:42.022,3.700000048,,,,,,,,,,,,,,,,,,,,
2020.04.02 13:29:52.031,,,,,,,,,,,,186.0613556,,,,,,,,,
2020.04.02 13:30:41.024,,,,,,,,,,,,,,,,,178.9489136,,,,
2020.04.02 13:30:57.019,,,,,,,,,764.8675537,,,,,,,,,,,,
2020.04.02 13:31:35.030,,,,,,,175.729599,,,,,,,,,,,,,,
2020.04.02 13:32:17.010,,,,,,,,,,,,186.2185822,,,,,,,,,
2020.04.02 13:32:42.015,3.799999952,,,,,,,,,,,,,,,,,,,,
2020.04.02 13:32:57.021,,,,,,,,,,,,,,,,,179.0986481,,,,
2020.04.02 13:34:25.009,,,,,,,,,,,,186.3832855,,,,,,,,,
2020.04.02 13:35:04.028,,,,,,,,,,,,,,,,,179.2409058,,,,
2020.04.02 13:35:12.021,,,,,,175.9242554,,,,,,,,,,,,,,,
2020.04.02 13:35:12.025,3.900000095,,,,,,,,,,,,,,,,,,,,
2020.04.02 13:35:24.013,,,,,,,,,,,755.8439941,,,,,,,,,,
2020.04.02 13:35:26.019,,,,,175.9766693,,,,,,,,,,,,,,,,
2020.04.02 13:36:01.030,,,,,,,175.789505,,,,,,,,,,,,,,
2020.04.02 13:36:31.024,,,,,,,,,,,,186.5480042,,,,,,,,,
2020.04.02 13:36:32.037,,,,,,,,,764.7219238,,,,,,,,,,,,
2020.04.02 13:37:01.005,,,,,,,,,,,,,,,,,179.3606873,,,,
2020.04.02 13:38:37.033,,,,,,,,,,,,186.6977386,,,,,,,,,
2020.04.02 13:38:42.044,,,,,,,,,,,,,,,,,179.5328827,,,,
2020.04.02 13:39:58.043,,,,,,,,,,768.3604736,,,,,,,,,,,
2020.04.02 13:39:59.014,,,,,,175.9991302,,,,,,,,,,,,,,,
2020.04.02 13:40:12.041,4,,,,,,,,,,,,,,,,,,,,
2020.04.02 13:40:25.036,,,,,,,,,,,,186.892395,,,,,,,,,
2020.04.02 13:40:48.033,,,,,,,,,,,,,,,,,179.7275391,,,,
2020.04.02 13:40:51.029,,,,,,,175.8643646,,,,,,,,,,,,,,
2020.04.02 13:41:00.039,,,,,176.059021,,,,,,,,,,,,,,,,
2020.04.02 13:42:16.006,,,,,,,,,,,,187.0720673,,,,,,,,,
2020.04.02 13:42:51.025,,,,,,,,,,,,,,,,,179.9072266,,,,
2020.04.02 13:44:00.039,,,,,,,,,,,,187.2891846,,,,,,,,,
2020.04.02 13:44:19.047,,,,,,176.088974,,,,,,,,,,,,,,,
2020.04.02 13:44:33.035,,,,,,,,,,,,,,,,,180.1018829,,,,
2020.04.02 13:44:57.047,,,,,,,175.9467163,,,,,,,,,,,,,,
2020.04.02 13:45:42.134,4.099999905,,,,,,,,,,,,,,,,,,,,
2020.04.02 13:45:45.052,,,,,176.1413727,,,,,,,,,,,,,,,,
2020.04.02 13:45:53.042,,,,,,,,,,,,187.5063019,,,,,,,,,
2020.04.02 13:46:16.015,,,,,,,,,,,,,,,,,180.3040314,,,,
2020.04.02 13:46:28.051,,,,,,,,,,768.5059814,,,,,,,,,,,
2020.04.02 13:47:37.052,,,,,,,,,,,,187.7084503,,,,,,,,,
2020.04.02 13:47:42.047,4.199999809,,,,,,,,,,,,,,,,,,,,
2020.04.02 13:47:52.056,,,,,,,,,,,,,,,,,180.5136566,,,,
2020.04.02 13:48:20.052,,,,,,176.1862946,,,,,,,,,,,,,,,
2020.04.02 13:48:30.043,,,,,,,176.0290833,,,,,,,,,,,,,,
2020.04.02 13:48:53.043,,,,,176.2462006,,,,,,,,,,,,,,,,
2020.04.02 13:49:07.055,,,,,,,,,,,,187.9555054,,,,,,,,,
2020.04.02 13:49:42.048,4.300000191,,,,,,,,,,,,,,,,,,,,
2020.04.02 13:50:04.050,,,,,,,,,,,,,,,,,180.7158051,,,,
2020.04.02 13:50:46.050,,,,,,,,,,,,188.2025757,,,,,,,,,
2020.04.02 13:50:55.058,,,,,,,,,764.6491699,,,,,,,,,,,,
2020.04.02 13:50:58.049,,,,,,,176.1413727,,,,,,,,,,,,,,
2020.04.02 13:51:15.048,,,,,,176.2985992,,,,,,,,,,,,,,,
2020.04.02 13:51:24.059,,,,,,,,,,,,,,,,,180.9403992,,,,
2020.04.02 13:51:51.040,,,,,176.3360291,,,,,,,,,,,,,,,,
2020.04.02 13:52:18.046,,,,,,,,,,,,188.4421539,,,,,,,,,
2020.04.02 13:53:00.050,,,,,,,,,,,,,,,,,181.1425476,,,,
2020.04.02 13:53:24.054,,,,,,,,,,768.3604736,,,,,,,,,,,
2020.04.02 13:53:42.068,4.199999809,,,,,,,,,,,,,,,,,,,,
2020.04.02 13:53:46.047,,,,,,,176.2462006,,,,,,,,,,,,,,
2020.04.02 13:53:59.063,,,,,,,,,,,,188.666748,,,,,,,,,
