Time,190-AT1001-AirTemp_(C),990-PC-1206A-H1,990-PC-1206B-H2,990-PC-1207-H1,990-PT-1254A_(barg),990-PT-1254B_(barg),990-PT-1254C_(barg),990-PSHL-1250,990-LT-1281_(mm),990-LT-1282_(mm),990-LT-1283_(mm),990-PT-1259_(barg),190-ZSL-1203,190-ZSH-1203,190-ZSI-1203,190-ZT-1203_(%),990-PT-1279_(barg),190-ZSL-1204,190-ZSH-1204,190-ZSI-1204,190-ZT-1204_(%)
2020.04.01 00:02:13.078,0.699999988,0,0,,,,,,,,,,1,1,0,,,1,1,0,
2020.04.01 00:02:53.019,,,,,,,,,,,,,,,,,181.9735718,,,,
2020.04.01 00:06:43.094,,,,,,,,,,,,179.9596405,,,,,,,,,
2020.04.01 00:07:43.097,0.600000024,,,,,,,,,,,,,,,,,,,,
2020.04.01 00:07:52.083,,,,,,,,,,,,,,,,,181.913681,,,,
2020.04.01 00:08:20.089,,,,,,,181.9511108,,,,,,,,,,,,,,
2020.04.01 00:09:14.087,,,,,,182.1158295,,,,,,,,,,,,,,,
2020.04.01 00:14:13.007,0.699999988,,,,,,,,,,,,,,,,,,,,
2020.04.01 00:14:21.093,,,,,,,,,,,,,,,,,,,,,100.0153732
2020.04.01 00:18:44.011,,,,,,,181.9810638,,,,,,,,,,,,,,
2020.04.01 00:19:43.023,0.800000012,,,,,,,,,,,,,,,,,,,,
2020.04.01 00:20:43.017,,,,,,,,,,,,,,,,,181.9885559,,,,
2020.04.01 00:23:21.016,,,,,,,,,,,,180.0419922,,,,,,,,,
2020.04.01 00:24:13.036,0.899999976,,,,,,,,,,,,,,,,,,,,
2020.04.01 00:24:35.020,,,,,182.1607513,,,,,,,,,,,,,,,,
2020.04.01 00:25:11.025,,,,,,,,,,,,,,,,,182.0783844,,,,
2020.04.01 00:26:43.043,1,,,,,,,,,,,,,,,,,,,,
2020.04.01 00:26:58.030,,,,,,182.1382904,,,,,,,,,,,,,,,
2020.04.01 00:27:16.033,,,,,,,,,,,,180.1318359,,,,,,,,,
2020.04.01 00:29:15.022,,,,,,,,,,,,,,,,,182.1757202,,,,
2020.04.01 00:30:13.040,1.100000024,,,,,,,,,,,,,,,,,,,,
2020.04.01 00:31:09.017,,,,,182.2056732,,,,,,,,,,,,,,,,
2020.04.01 00:31:11.018,,,,,,,,,,,,180.2291565,,,,,,,,,
2020.04.01 00:31:35.015,,,,,,,182.0184937,,,,,,,,,,,,,,
2020.04.01 00:32:13.034,1.200000048,,,,,,,,,,,,,,,,,,,,
2020.04.01 00:32:26.015,,,,,,,,,,,,,,,,,182.3029938,,,,
2020.04.01 00:33:21.012,,,,,,182.1906891,,,,,,,,,,,,,,,
2020.04.01 00:34:23.010,,,,,,,,,,,,180.3339691,,,,,,,,,
2020.04.01 00:35:47.017,,,,,,,,,,,,,,,,,182.4227905,,,,
2020.04.01 00:37:29.021,,,,,,,182.0634155,,,,,,,,,,,,,,
2020.04.01 00:37:33.020,,,,,,,,,,,,180.4387817,,,,,,,,,
2020.04.01 00:38:09.023,,,,,182.2730408,,,,,,,,,,,,,,,,
2020.04.01 00:38:13.041,1.299999952,,,,,,,,,,,,,,,,,,,,
2020.04.01 00:39:00.028,,,,,,,,,,,,,,,,,182.542572,,,,
2020.04.01 00:40:04.031,,,,,,182.243103,,,,,,,,,,,,,,,
2020.04.01 00:40:43.057,1.399999976,,,,,,,,,,,,,,,,,,,,
2020.04.01 00:40:48.033,,,,,,,,,,,,180.5510864,,,,,,,,,
2020.04.01 00:42:00.040,,,,,,,,,,,,,,,,,182.6548767,,,,
2020.04.01 00:42:10.038,,,,,,,182.1382904,,,,,,,,,,,,,,
2020.04.01 00:43:51.047,,,,,,,,,,,,180.6708832,,,,,,,,,
2020.04.01 00:44:30.044,,,,,,182.3104858,,,,,,,,,,,,,,,
2020.04.01 00:44:35.048,,,,,182.3254547,,,,,,,,,,,,,,,,
2020.04.01 00:44:36.043,,,,,,,,,,,,,,,,,182.7596893,,,,
2020.04.01 00:46:43.076,1.5,,,,,,,,,,,,,,,,,,,,
2020.04.01 00:46:59.125,,,,,,,182.2056732,,,,,,,,,,,,,,
2020.04.01 00:47:09.037,,,,,,,,,,,,180.7906647,,,,,182.871994,,,,
2020.04.01 00:48:01.034,,,,,182.4003296,,,,,,,,,,,,,,,,
2020.04.01 00:48:54.041,,,,,,182.3853455,,,,,,,,,,,,,,,
2020.04.01 00:49:59.043,,,,,,,,,,,,,,,,,182.9917755,,,,
2020.04.01 00:50:43.044,,,,,,,,,,,,180.8880005,,,,,,,,,
2020.04.01 00:50:58.051,,,,,,,,,,,,,,,,,,,,,100.0226059
2020.04.01 00:51:15.046,,,,,,,182.2730408,,,,,,,,,,,,,,
2020.04.01 00:52:05.051,,,,,182.4676971,,,,,,,,,,,,,,,,
2020.04.01 00:53:11.057,,,,,,182.4602203,,,,,,,,,,,,,,,
2020.04.01 00:53:15.054,,,,,,,,,,,,,,,,,183.1040802,,,,
2020.04.01 00:53:39.060,,,,,,,,,,,,181.0002899,,,,,,,,,
2020.04.01 00:54:53.062,,,,,,,182.3554077,,,,,,,,,,,,,,
2020.04.01 00:55:42.058,,,,,182.53508,,,,,,,,,,,,,,,,
2020.04.01 00:56:19.054,,,,,,,,,,,,,,,,,183.2088928,,,,
2020.04.01 00:56:57.054,,,,,,182.542572,,,,,,,,,,,,,,,
2020.04.01 00:57:13.141,,,,,,,,,,,,181.0901337,,,,,,,,,
2020.04.01 00:58:57.060,,,,,182.6174469,,,,,,,,,,,,,,,,
2020.04.01 00:59:00.059,,,,,,,182.4302673,,,,,,,,,,,,,,
2020.04.01 00:59:16.066,,,,,,,,,,,,,,,,,183.2912445,,,,
2020.04.01 01:00:18.063,,,,,,,,,,,,181.1874695,,,,,,,,,
2020.04.01 01:01:02.087,,,,,,182.6249237,,,,,,,,,,,,,,,
2020.04.01 01:02:01.069,,,,,,,,,,,,,,,,,183.4035492,,,,
2020.04.01 01:02:35.068,,,,,,,182.5051422,,,,,,,,,,,,,,
2020.04.01 01:02:55.068,,,,,182.6997986,,,,,,,,,,,,,,,,
2020.04.01 01:03:44.067,,,,,,,,,,,,181.2922821,,,,,,,,,
2020.04.01 01:04:52.161,,,,,,182.7147675,,,,,,,,,,,,,,,
2020.04.01 01:05:38.165,,,,,,,,,,,,,,,,,183.5083618,,,,
2020.04.01 01:05:58.077,,,,,,,182.6024628,,,,,,,,,,,,,,
2020.04.01 01:06:50.074,,,,,182.7671814,,,,,,,,,,,,,,,,
2020.04.01 01:07:46.073,,,,,,,,,,,,181.3896027,,,,,,,,,
2020.04.01 01:08:54.082,,,,,,182.7971191,,,,,,,,,,,,,,,
2020.04.01 01:09:25.079,,,,,,,,,,,,,,,,,183.6131744,,,,
2020.04.01 01:09:43.031,1.600000024,,,,,,,,,,,,,,,,,,,,
2020.04.01 01:10:00.094,,,,,182.8495331,,,,,,,,,,,,,,,,
2020.04.01 01:10:32.084,,,,,,,182.6923065,,,,,,,,,,,,,,
2020.04.01 01:11:28.078,,,,,,,,,,,,181.4869385,,,,,,,,,
2020.04.01 01:12:46.004,,,,,,182.8794708,,,,,,,,,,,,,,,
2020.04.01 01:13:39.082,,,,,,,,,,,,,,,,,183.7030182,,,,
2020.04.01 01:13:52.082,,,,,182.9243927,,,,,,,,,,,,,,,,
2020.04.01 01:14:45.083,,,,,,,182.7746582,,,,,,,,,,,,,,
2020.04.01 01:14:57.081,,,,,,,,,,,,,,,,,,,,,100.0153732
2020.04.01 01:15:26.082,,,,,,,,,,,,181.5917511,,,,,,,,,
2020.04.01 01:16:41.093,,,,,,182.9618378,,,,,,,,,,,,,,,
2020.04.01 01:17:22.090,,,,,,,,,,,,,,,,,183.7778931,,,,
2020.04.01 01:17:23.090,,,,,183.0217285,,,,,,,,,,,,,,,,
2020.04.01 01:18:37.094,,,,,,,182.864502,,,,,,,,,,,,,,
2020.04.01 01:19:25.097,,,,,,,,,,,,181.6815948,,,,,,,,,
2020.04.01 01:20:31.100,,,,,,183.0516663,,,,,,,,,,,,,,,
2020.04.01 01:20:47.092,,,,,,,,,,,,,,,,,183.8752136,,,,
2020.04.01 01:21:42.094,,,,,183.0965881,,,,,,,,,,,,,,,,
2020.04.01 01:23:01.002,,,,,,,182.9393768,,,,,,,,,,,,,,
2020.04.01 01:23:21.101,,,,,,,,,,,,181.7864075,,,,,,,,,
2020.04.01 01:25:24.103,,,,,,183.1265411,,,,,,,,,,,,,,,
2020.04.01 01:25:36.032,,,,,,,,,,,,,,,,,183.9650574,,,,
2020.04.01 01:25:45.003,,,,,183.1639709,,,,,,,,,,,,,,,,
2020.04.01 01:27:49.107,,,,,,,,,,,,181.8762512,,,,,,,,,
2020.04.01 01:27:50.107,,,,,,,182.9992676,,,,,,,,,,,,,,
2020.04.01 01:28:43.069,1.5,,,,,,,,,,,,,,,,,,,,
2020.04.01 01:29:49.095,,,,,,,,,,,,,,,,,184.0623932,,,,
2020.04.01 01:30:25.023,,,,,183.2388458,,,,,,,,,,,,,,,,
2020.04.01 01:30:31.099,,,,,,183.1864319,,,,,,,,,,,,,,,
2020.04.01 01:31:56.026,,,,,,,,,,,,181.966095,,,,,,,,,
2020.04.01 01:33:01.020,,,,,,,183.0666504,,,,,,,,,,,,,,
2020.04.01 01:34:33.108,,,,,,,,,,,,,,,,,184.1447449,,,,
2020.04.01 01:36:13.077,1.399999976,,,,,,,,,,,,,,,,,,,,
2020.04.01 01:36:19.004,,,,,,,,,,,,182.0559387,,,,,,,,,
2020.04.01 01:36:30.014,,,,,,183.2463226,,,,,,,,,,,,,,,
2020.04.01 01:37:43.089,1.5,,,,,,,,,,,,,,,,,,,,
2020.04.01 01:38:38.001,,,,,183.2987366,,,,,,,,,,,,,,,,
2020.04.01 01:39:51.005,,,,,,,,,,,,,,,,,184.2196045,,,,
2020.04.01 01:40:18.111,,,,,,,183.1115723,,,,,,,,,,,,,,
2020.04.01 01:40:42.012,,,,,,,,,,,,182.1382904,,,,,,,,,
2020.04.01 01:43:28.019,,,,,,183.2987366,,,,,,,,,,,,,,,
2020.04.01 01:45:00.003,,,,,,,,,,,,182.21315,,,,,,,,,
2020.04.01 01:45:21.009,,,,,183.3511505,,,,,,,,,,,,,,,,
2020.04.01 01:45:34.007,,,,,,,183.1490021,,,,,,,,,,,,,,
2020.04.01 01:45:37.003,,,,,,,,,,,,,,,,,184.2869873,,,,
2020.04.01 01:49:18.014,,,,,,,,,,,,182.3029938,,,,,,,,,
2020.04.01 01:50:06.009,,,,,,183.3511505,,,,,,,,,,,,,,,
2020.04.01 01:50:42.015,,,,,,,183.1864319,,,,,,,,,,,,,,
2020.04.01 01:50:44.021,,,,,,,,,,,,,,,,,184.3394012,,,,
2020.04.01 01:51:20.023,,,,,,,,,,,,,,,,,,,,,100.0226059
2020.04.01 01:52:11.013,,,,,183.3960571,,,,,,,,,,,,,,,,
2020.04.01 01:54:29.040,,,,,,,,,,,,182.3778687,,,,,,,,,
2020.04.01 01:55:33.028,,,,,,,183.2388458,,,,,,,,,,,,,,
2020.04.01 01:55:56.042,,,,,,,,,,,,,,,,,184.4067841,,,,
2020.04.01 01:57:13.032,1.399999976,,,,,,,,,,,,,,,,,,,,
2020.04.01 01:57:51.031,,,,,,183.3960571,,,,,,,,,,,,,,,
2020.04.01 01:58:41.035,,,,,183.4335022,,,,,,,,,,,,,,,,
2020.04.01 01:59:46.022,,,,,,,,,,,,182.4377594,,,,,,,,,
2020.04.01 02:00:43.039,1.5,,,,,,,,,,,,,,,,,,,,
2020.04.01 02:01:07.002,,,,,,,,,,814.2055664,,,,,,,,,,,
2020.04.01 02:01:38.041,,,,,,,,,,,,,,,,,184.4591827,,,,
2020.04.01 02:01:43.045,1.399999976,,,,,,,,,,,,,,,,,,,,
2020.04.01 02:05:25.041,,,,,183.470932,,,,,,,,,,,,,,,,
2020.04.01 02:05:32.037,,,,,,,183.2837677,,,,,,,,,,,,,,
2020.04.01 02:05:33.049,,,,,,,,,,,,182.5051422,,,,,,,,,
2020.04.01 02:06:51.040,,,,,,183.4335022,,,,,,,,,,,,,,,
2020.04.01 02:07:29.029,,,,,,,,,,,,,,,,,184.5115967,,,,
2020.04.01 02:11:32.060,,,,,,,,,,,,,,,,,,,,,100.0153732
2020.04.01 02:13:08.044,,,,,,,,,,,,182.565033,,,,,,,,,
2020.04.01 02:13:43.066,1.299999952,,,,,,,,,,,,,,,,,,,,
2020.04.01 02:15:13.078,1.399999976,,,,,,,,,,,,,,,,,,,,
2020.04.01 02:15:14.035,,,,,,,,,,814.1328125,,,,,,,,,,,
2020.04.01 02:16:45.061,,,,,,,183.3211975,,,,,,,,,,,,,,
2020.04.01 02:18:00.052,,,,,,183.4634399,,,,,,,,,,,,,,,
2020.04.01 02:18:08.061,,,,,,,,,,,,,,,,,184.5714874,,,,
2020.04.01 02:20:04.066,,,,,183.500885,,,,,,,,,,,,,,,,
2020.04.01 02:21:13.087,1.299999952,,,,,,,,,,,,,,,,,,,,
2020.04.01 02:21:30.069,,,,,,,,,,,,182.6249237,,,,,,,,,
2020.04.01 02:24:43.009,1.399999976,,,,,,,,,,,,,,,,,,,,
2020.04.01 02:26:35.071,,,,,,,,,,,,,,,,,184.6388702,,,,
2020.04.01 02:28:52.082,,,,,,,,,,,,182.6773376,,,,,,,,,
2020.04.01 02:29:13.099,1.299999952,,,,,,,,,,,,,,,,,,,,
2020.04.01 02:29:57.089,,,,,183.5233459,,,,,,,,,,,,,,,,
2020.04.01 02:31:04.088,,,,,,183.4859009,,,,,,,,,,,,,,,
2020.04.01 02:31:12.091,,,,,,,,,,,,,,,,,,,,,100.0226059
2020.04.01 02:33:13.025,1.399999976,,,,,,,,,,,,,,,,,,,,
2020.04.01 02:34:22.082,,,,,,,,,,,,,,,,,184.6837921,,,,
2020.04.01 02:35:12.088,,,,,,,,,,,,182.7372284,,,,,,,,,
2020.04.01 02:35:30.098,,,,,,,,,,814.2055664,,,,,,,,,,,
2020.04.01 02:35:43.005,1.299999952,,,,,,,,,,,,,,,,,,,,
2020.04.01 02:36:14.003,,,,,,,183.3511505,,,,,,,,,,,,,,
2020.04.01 02:36:18.001,,,,,,,,,,,,,,,,100.0045242,,,,,
2020.04.01 02:41:13.011,1.399999976,,,,,,,,,,,,,,,,,,,,
2020.04.01 02:41:13.098,,,,,,,,,,,,,,,,,184.7212219,,,,
2020.04.01 02:41:43.012,1.299999952,,,,,,,,,,,,,,,,,,,,
2020.04.01 02:44:05.092,,,,,,,,,,,,182.8046112,,,,,,,,,
2020.04.01 02:44:14.010,,,,,,183.5083618,,,,,,,,,,,,,,,
2020.04.01 02:45:31.010,,,,,,,,,,,,,,,,99.98643494,,,,,
2020.04.01 02:46:34.014,,,,,,,,,,,,,,,,,184.7586517,,,,
2020.04.01 02:50:04.010,,,,,183.5532837,,,,,,,,,,,,,,,,
2020.04.01 02:51:43.039,1.200000048,,,,,,,,,,,,,,,,,,,,
2020.04.01 02:52:40.028,,,,,,,,,,,,182.864502,,,,,,,,,
2020.04.01 02:54:45.020,,,,,,,,,,,,,,,,,184.7212219,,,,
2020.04.01 02:55:40.037,,,,,,,,,,,,,,,,100.0081406,,,,,
2020.04.01 02:56:05.021,,,,,,,,,,814.1328125,,,,,,,,,,,
2020.04.01 02:56:42.032,,,,,,,183.3586273,,,,,,,,,,,,,,
2020.04.01 02:56:43.051,1.299999952,,,,,,,,,,,,,,,,,,,,
2020.04.01 03:00:13.061,1.200000048,,,,,,,,,,,,,,,,,,,,
2020.04.01 03:01:41.044,,,,,,,,,,,,,,,,,184.6613312,,,,
2020.04.01 03:01:54.027,,,,,,,,,,,,,,,,99.99367523,,,,,
2020.04.01 03:06:50.046,,,,,,,,,,,,182.8869629,,,,,,,,,
2020.04.01 03:07:43.077,1.100000024,,,,,,,,,,,,,,,,,,,,
2020.04.01 03:08:46.044,,,,,,,,,,,,,,,,,184.6089172,,,,
2020.04.01 03:11:13.096,1.200000048,,,,,,,,,,,,,,,,,,,,
2020.04.01 03:14:43.090,1.100000024,,,,,,,,,,,,,,,,,,,,
2020.04.01 03:15:07.050,,,,,183.5383148,,,,,,,,,,,,,,,,
2020.04.01 03:15:39.055,,,,,,,,,,,,,,,,,184.5490265,,,,
2020.04.01 03:19:39.052,,,,,,,183.3361664,,,,,,,,,,,,,,
2020.04.01 03:21:18.064,,,,,,,,,,,,,,,,,184.4966278,,,,
2020.04.01 03:24:13.032,1,,,,,,,,,,,,,,,,,,,,
2020.04.01 03:25:00.076,,,,,,,,,,,,,,,,,,,,,100.0153732
2020.04.01 03:26:03.063,,,,,,183.4784241,,,,,,,,,,,,,,,
2020.04.01 03:26:09.070,,,,,183.5158539,,,,,,,,,,,,,,,,
2020.04.01 03:26:26.059,,,,,,,,,,,,,,,,,184.4442139,,,,
2020.04.01 03:30:07.069,,,,,,,,,,,,182.834549,,,,,,,,,
2020.04.01 03:30:10.071,,,,,,,183.3137054,,,,,,,,,,,,,,
2020.04.01 03:31:18.077,,,,,,,,,,,,,,,,,184.399292,,,,
2020.04.01 03:32:53.084,,,,,,,,,,814.2055664,,,,,,,,,,,
2020.04.01 03:33:13.059,0.899999976,,,,,,,,,,,,,,,,,,,,
2020.04.01 03:34:13.049,1,,,,,,,,,,,,,,,,,,,,
2020.04.01 03:34:36.078,,,,,183.4859009,,,,,,,,,,,,,,,,
2020.04.01 03:35:07.088,,,,,,,,,,,,,,,,,184.3394012,,,,
2020.04.01 03:36:21.090,,,,,,183.440979,,,,,,,,,,,,,,,
2020.04.01 03:37:13.057,0.899999976,,,,,,,,,,,,,,,,,,,,
2020.04.01 03:38:42.078,,,,,,,183.2762756,,,,,,,,,,,,,,
2020.04.01 03:38:47.085,,,,,,,,,,,,182.7746582,,,,,,,,,
2020.04.01 03:39:05.078,,,,,,,,,,,,,,,,,184.2645264,,,,
2020.04.01 03:42:21.082,,,,,,,,,,,,,,,,,184.1746826,,,,
2020.04.01 03:42:41.099,,,,,,,,,,,,,,,,,,,,,100.0226059
2020.04.01 03:42:57.003,,,,,,,,,,,,182.6923065,,,,,,,,,
2020.04.01 03:43:23.088,,,,,183.4335022,,,,,,,,,,,,,,,,
2020.04.01 03:44:01.088,,,,,,,,,,814.1328125,,,,,,,,,,,
2020.04.01 03:44:31.098,,,,,,183.3960571,,,,,,,,,,,,,,,
2020.04.01 03:45:13.052,0.800000012,,,,,,,,,,,,,,,,,,,,
2020.04.01 03:45:48.008,,,,,,,183.2388458,,,,,,,,,,,,,,
2020.04.01 03:45:55.008,,,,,,,,,,,,,,,,,184.0773621,,,,
2020.04.01 03:47:13.046,0.699999988,,,,,,,,,,,,,,,,,,,,
2020.04.01 03:47:16.002,,,,,,,,,,,,182.6099548,,,,,,,,,
2020.04.01 03:49:14.007,,,,,,,,,,,,,,,,,183.9725494,,,,
2020.04.01 03:50:44.015,,,,,,183.3511505,,,,,,,,,,,,,,,
2020.04.01 03:50:55.014,,,,,,,,,,,,182.512619,,,,,,,,,
2020.04.01 03:50:57.012,,,,,183.3885803,,,,,,,,,,,,,,,,
2020.04.01 03:51:05.003,,,,,,,183.1864319,,,,,,,,,,,,,,
2020.04.01 03:52:29.021,,,,,,,,,,,,,,,,,183.8602448,,,,
2020.04.01 03:54:13.083,0.600000024,,,,,,,,,,,,,,,,,,,,
2020.04.01 03:54:37.005,,,,,,,,,,,,182.4003296,,,,,,,,,
2020.04.01 03:55:28.008,,,,,,,,,,,,,,,,,183.7404633,,,,
2020.04.01 03:55:40.008,,,,,183.3286896,,,,,,,,,,,,,,,,
2020.04.01 03:55:49.012,,,,,,183.2912445,,,,,,,,,,,,,,,
2020.04.01 03:56:29.078,,,,,,,183.1340332,,,,,,,,,,,,,,
2020.04.01 03:58:25.013,,,,,,,,,,,,182.3104858,,,,,,,,,
2020.04.01 03:58:43.013,,,,,,,,,,,,,,,,,183.6281586,,,,
2020.04.01 04:00:45.025,,,,,183.2613068,,,,,,,,,,,,,,,,
2020.04.01 04:00:54.019,,,,,,183.2238617,,,,,,,,,,,,,,,
2020.04.01 04:00:59.029,,,,,,,183.0666504,,,,,,,,,,,,,,
2020.04.01 04:01:13.096,0.5,,,,,,,,,,,,,,,,,,,,
2020.04.01 04:01:29.006,,,,,,,,,,,,182.1981812,,,,,,,,,
2020.04.01 04:01:48.017,,,,,,,,,,,,,,,,,183.5083618,,,,
2020.04.01 04:05:24.028,,,,,,,,,,,,182.0933685,,,,,,,,,
2020.04.01 04:05:30.029,,,,,,,,,,,,,,,,,183.3960571,,,,
2020.04.01 04:05:45.026,,,,,183.2014008,,,,,,,,,,,,,,,,
2020.04.01 04:06:03.020,,,,,,183.1639709,,,,,,,,,,,,,,,
2020.04.01 04:06:09.011,,,,,,,182.9842987,,,,,,,,,,,,,,
2020.04.01 04:08:43.011,0.400000006,,,,,,,,,,,,,,,,,,,,
2020.04.01 04:09:15.004,,,,,,,,,,,,182.0035248,,,,,,,,,
2020.04.01 04:09:17.039,,,,,,,,,,,,,,,,,183.2987366,,,,
2020.04.01 04:11:52.036,,,,,183.1639709,,,,,,,,,,,,,,,,
2020.04.01 04:12:20.030,,,,,,183.1115723,,,,,,,,,,,,,,,
2020.04.01 04:12:40.041,,,,,,,,,,,,181.913681,,,,,,,,,
2020.04.01 04:12:53.029,,,,,,,,,,,,,,,,,183.2088928,,,,
2020.04.01 04:13:13.023,0.5,,,,,,,,,,,,,,,,,,,,
2020.04.01 04:14:13.027,0.400000006,,,,,,,,,,,,,,,,,,,,
2020.04.01 04:16:08.048,,,,,,,182.9393768,,,,,,,,,,,,,,
2020.04.01 04:16:21.037,,,,,,,,,,,,181.8238373,,,,,,,,,
2020.04.01 04:16:30.055,,,,,,,,,,,,,,,,,183.1265411,,,,
2020.04.01 04:16:59.046,,,,,183.1115723,,,,,,,,,,,,,,,,
2020.04.01 04:18:26.052,,,,,,183.0591583,,,,,,,,,,,,,,,
2020.04.01 04:20:02.049,,,,,,,,,,,,,,,,,,,,,100.0153732
2020.04.01 04:20:21.052,,,,,,,,,,,,181.7489777,,,,,,,,,
2020.04.01 04:21:15.056,,,,,,,182.8794708,,,,,,,,,,,,,,
2020.04.01 04:21:37.046,,,,,,,,,,,,,,,,,183.0891113,,,,
2020.04.01 04:22:25.058,,,,,183.0366974,,,,,,,,,,,,,,,,
2020.04.01 04:23:59.060,,,,,,182.9992676,,,,,,,,,,,,,,,
2020.04.01 04:25:47.065,,,,,,,,,,,,181.7040558,,,,,,,,,
2020.04.01 04:27:42.061,,,,,,,182.8121033,,,,,,,,,,,,,,
2020.04.01 04:30:14.059,,,,,,182.9468536,,,,,,,,,,,,,,,
2020.04.01 04:30:36.057,,,,,182.9842987,,,,,,,,,,,,,,,,
2020.04.01 04:33:57.051,,,,,,,,,,,,181.7789154,,,,,,,,,
2020.04.01 04:34:01.059,,,,,,,,,,,,,,,,,183.2163849,,,,
2020.04.01 04:34:23.070,,,,,,,182.7671814,,,,,,,,,,,,,,
2020.04.01 04:35:55.058,,,,,,182.8869629,,,,,,,,,,,,,,,
2020.04.01 04:36:13.058,0.5,,,,,,,,,,,,,,,,,,,,
2020.04.01 04:36:22.063,,,,,182.9169159,,,,,,,,,,,,,,,,
2020.04.01 04:37:52.071,,,,,,,,,,,,,,,,,,,,,100.0226059
2020.04.01 04:38:06.062,,,,,,,,,,,,181.8762512,,,,,,,,,
2020.04.01 04:38:13.070,,,,,,,,,,,,,,,,,183.3137054,,,,
2020.04.01 04:39:35.066,,,,,,,182.7147675,,,,,,,,,,,,,,
2020.04.01 04:41:02.063,,,,,,,,,,,,,,,,,183.4260101,,,,
2020.04.01 04:41:13.079,0.600000024,,,,,,,,,,,,,,,,,,,,
2020.04.01 04:41:40.064,,,,,,,,,,,,181.9810638,,,,,,,,,
2020.04.01 04:42:35.075,,,,,182.864502,,,,,,,,,,,,,,,,
2020.04.01 04:42:50.083,,,,,,182.834549,,,,,,,,,,,,,,,
2020.04.01 04:44:32.080,,,,,,,,,,,,,,,,,183.5383148,,,,
2020.04.01 04:44:44.085,,,,,,,,,,,,182.0933685,,,,,,,,,
2020.04.01 04:46:05.086,,,,,,,182.6623535,,,,,,,,,,,,,,
2020.04.01 04:47:31.090,,,,,,,,,,,,182.2281342,,,,,,,,,
2020.04.01 04:48:17.088,,,,,,,,,,,,,,,,,183.6356354,,,,
2020.04.01 04:50:10.074,,,,,,182.7896423,,,,,,,,,,,,,,,
2020.04.01 04:50:36.095,,,,,,,,,,,,182.3554077,,,,,,,,,
2020.04.01 04:50:52.086,,,,,182.8270721,,,,,,,,,,,,,,,,
2020.04.01 04:51:27.097,,,,,,,,,,,,,,,,,183.7404633,,,,
2020.04.01 04:51:43.005,0.699999988,,,,,,,,,,,,,,,,,,,,
2020.04.01 04:53:13.009,0.600000024,,,,,,,,,,,,,,,,,,,,
2020.04.01 04:53:31.084,,,,,,,,,,,,182.4676971,,,,,,,,,
2020.04.01 04:54:28.086,,,,,,,,,,,,,,,,,183.8527527,,,,
2020.04.01 04:54:35.082,,,,,,,182.6249237,,,,,,,,,,,,,,
2020.04.01 04:56:05.095,,,,,,,,,811.949707,,,,,,,,,,,,
2020.04.01 04:56:24.002,,,,,,,,,,,,182.5800018,,,,,,,,,
2020.04.01 04:57:26.000,,,,,,,,,,,,,,,,,183.9725494,,,,
2020.04.01 04:57:43.013,0.699999988,,,,,,,,,,,,,,,,,,,,
2020.04.01 04:58:57.008,,,,,,182.7596893,,,,,,,,,,,,,,,
2020.04.01 04:59:24.006,,,,,,,,,,,,182.6848145,,,,,,,,,
2020.04.01 05:00:03.005,,,,,182.8046112,,,,,,,,,,,,,,,,
2020.04.01 05:00:26.012,,,,,,,,,,,,,,,,,184.0848541,,,,
2020.04.01 05:02:22.008,,,,,,,,,,,,182.8121033,,,,,,,,,
2020.04.01 05:03:03.011,,,,,,,,,,,,,,,,,184.2121277,,,,
2020.04.01 05:03:30.052,,,,,,,182.6024628,,,,,,,,,,,,,,
2020.04.01 05:05:38.021,,,,,,,,,,,,182.9468536,,,,,,,,,
2020.04.01 05:05:59.021,,,,,,,,,,,,,,,,,184.3319092,,,,
2020.04.01 05:06:43.031,0.800000012,,,,,,,,,,,,,,,,,,,,
2020.04.01 05:08:40.012,,,,,,,,,,,,,,,,,184.4517059,,,,
2020.04.01 05:08:49.013,,,,,,,,,,,,183.0666504,,,,,,,,,
2020.04.01 05:11:05.025,,,,,,,,,,,,,,,,,184.5565186,,,,
2020.04.01 05:11:30.059,,,,,,,,,,,,183.2014008,,,,,,,,,
2020.04.01 05:12:37.019,,,,,,,182.6398926,,,,,,,,,,,,,,
2020.04.01 05:12:53.027,,,,,,,,,,814.2055664,,,,,,,,,,,
2020.04.01 05:13:10.029,,,,,,,,,,,,,,,,,184.6837921,,,,
2020.04.01 05:14:00.031,,,,,,182.7971191,,,,,,,,,,,,,,,
2020.04.01 05:14:13.047,0.899999976,,,,,,,,,,,,,,,,,,,,
2020.04.01 05:14:35.019,,,,,,,,,,,,183.3286896,,,,,,,,,
2020.04.01 05:15:36.029,,,,,,,,,,,,,,,,,184.8260345,,,,
2020.04.01 05:16:52.030,,,,,182.864502,,,,,,,,,,,,,,,,
2020.04.01 05:17:39.035,,,,,,,,,,,,183.4484711,,,,,,,,,
2020.04.01 05:18:04.040,,,,,,,,,,,,,,,,,184.975769,,,,
2020.04.01 05:19:06.039,,,,,,,182.6923065,,,,,,,,,,,,,,
2020.04.01 05:19:45.034,,,,,,182.8495331,,,,,,,,,,,,,,,
2020.04.01 05:20:23.041,,,,,,,,,,,,,,,,,185.1105347,,,,
2020.04.01 05:20:27.041,,,,,,,,,,,,183.5757446,,,,,,,,,
2020.04.01 05:22:13.079,1,,,,,,,,,,,,,,,,,,,,
