Time,190-AT1001-AirTemp_(C),990-PC-1101A-H1,990-PC-1101B-H2,990-PC-1102-H1,990-PT-1104A_(barg),990-PT-1104B_(barg),990-PT-1104C_(barg),990-PSHL-1100,990-LT-1131_(mm),990-LT-1132_(mm),990-LT-1133_(mm),990-LT-1134_(mm),990-LT-1135_(mm),990-PT-1109_(barg),190-ZSL-1102,190-ZSH-1102,190-ZSI-1102,190-ZT-1102_(%),990-PT-1129_(barg),190-ZSL-1101,190-ZSH-1101,190-ZSI-1101,190-ZT-1101_(%)
2020.04.08 19:47:14.035,,,,,179.0312805,,,,,,,,,,,,,,,,,,
2020.04.08 19:47:38.042,,,,,,,,,,,,,,173.9702148,,,,,,,,,
2020.04.08 19:49:09.043,,,,,,,,,,,,,,,,,,,176.2462006,,,,
2020.04.08 19:49:26.054,,,,,,,179.0911713,,,,,,,,,,,,,,,,
2020.04.08 19:49:39.047,6.599999905,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 19:50:09.045,6.5,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 19:50:49.035,,,,,,,,,,735.1046143,,,,,,,,,,,,,
2020.04.08 19:51:29.043,,,,,,178.82164,,,,,,,,,,,,,,,,,
2020.04.08 19:52:39.044,,,,,178.9788666,,,,,,,,,,,,,,,,,,
2020.04.08 19:52:43.043,,,,,,,,,718.3674316,,,,,,,,,,,,,,
2020.04.08 19:54:51.050,,,,,,,,,,,778.3299561,,,,,,,,,,,,
2020.04.08 19:55:23.050,,,,,,,179.0312805,,,,,,,,,,,,,,,,
2020.04.08 19:56:49.055,,,,,,,,,,,,,,,,,,,176.2162476,,,,
2020.04.08 19:57:20.060,,,,,,178.7692413,,,,,,,,,,,,,,,,,
2020.04.08 19:58:10.063,,,,,,,,,,,,756.7172852,,,,,,,,,,,
2020.04.08 19:58:39.073,,,,,178.9339447,,,,,,,,,,,,,,,,,,
2020.04.08 20:00:16.064,,,,,,,,,,,,,,173.932785,,,,,,,,,
2020.04.08 20:01:38.060,,,,,,,,,,734.8862305,,,,,,,,,,,,,
2020.04.08 20:02:17.062,,,,,,,178.9713745,,,,,,,,,,,,,,,,
2020.04.08 20:02:39.069,6.400000095,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 20:03:39.057,6.5,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 20:03:46.058,,,,,178.881546,,,,,,,,,,,,,,,,,,
2020.04.08 20:04:20.070,,,,,,,,,,,,,,,,,,,176.1862946,,,,
2020.04.08 20:04:34.072,,,,,,178.7168274,,,,,,,,,,,,,,,,,
2020.04.08 20:05:27.073,,,,,,,,,718.2946777,,,,,,,,,,,,,,
2020.04.08 20:10:12.096,,,,,,,178.9114838,,,,,,,,,,,,,,,,
2020.04.08 20:11:06.096,,,,,178.8291321,,,,,,,,,,,,,,,,,,
2020.04.08 20:11:07.084,,,,,,178.6719055,,,,,,,,,,,,,,,,,
2020.04.08 20:12:08.086,,,,,,,,,,,,,,173.9178009,,,,,,,,,
2020.04.08 20:12:28.083,,,,,,,,,,,778.40271,,,,,,,,,,,,
2020.04.08 20:13:15.004,,,,,,,,,,,,756.5716553,,,,,,,,,,,
2020.04.08 20:14:40.002,,,,,,,,,,,,,,,,,,,176.1713257,,,,
2020.04.08 20:15:12.088,,,,,,,,,,734.7407227,,,,,,,,,,,,,
2020.04.08 20:16:46.007,,,,,,178.6120148,,,,,,,,,,,,,,,,,
2020.04.08 20:17:28.008,,,,,,,178.8665619,,,,,,,,,,,,,,,,
2020.04.08 20:18:18.013,,,,,178.7842102,,,,,,,,,,,,,,,,,,
2020.04.08 20:23:52.023,,,,,,,,,,,,,,,,,,,176.1338959,,,,
2020.04.08 20:24:20.109,,,,,,,178.8291321,,,,,,,,,,,,,,,,
2020.04.08 20:25:06.022,,,,,,178.574585,,,,,,,,,,,,,,,,,
2020.04.08 20:25:09.027,6.400000095,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 20:25:20.029,,,,,178.7317963,,,,,,,,,,,,,,,,,,
2020.04.08 20:26:46.026,,,,,,,,,,734.5223389,,,,,,,,,,,,,
2020.04.08 20:27:14.028,,,,,,,,,,,,,,173.89534,,,,,,,,,
2020.04.08 20:28:00.031,,,,,,,,,718.3674316,,,,,,,,,,,,,,
2020.04.08 20:28:43.031,,,,,,,,,,,,756.3533936,,,,,,,,,,,
2020.04.08 20:29:31.038,,,,,,,178.7842102,,,,,,,,,,,,,,,,
2020.04.08 20:30:09.123,6.5,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 20:31:09.038,6.400000095,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 20:31:18.040,,,,,,178.5296631,,,,,,,,,,,,,,,,,
2020.04.08 20:32:38.043,,,,,178.6868896,,,,,,,,,,,,,,,,,,
2020.04.08 20:34:39.048,6.5,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 20:35:09.048,6.400000095,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 20:35:46.049,,,,,,,178.7467804,,,,,,,,,,,,,,,,
2020.04.08 20:36:36.050,,,,,,,,,,,,,,,,,,,176.1039429,,,,
2020.04.08 20:37:20.056,,,,,,178.4922333,,,,,,,,,,,,,,,,,
2020.04.08 20:39:27.059,,,,,178.6419678,,,,,,,,,,,,,,,,,,
2020.04.08 20:41:41.066,,,,,,,178.7093353,,,,,,,,,,,,,,,,
2020.04.08 20:42:22.147,,,,,,,,,,734.3768311,,,,,,,,,,,,,
2020.04.08 20:42:58.065,,,,,,178.4473114,,,,,,,,,,,,,,,,,
2020.04.08 20:45:32.067,,,,,,,,,,,,756.2078857,,,,,,,,,,,
2020.04.08 20:45:42.077,,,,,178.5970459,,,,,,,,,,,,,,,,,,
2020.04.08 20:46:42.078,,,,,,,,,,,,,,173.8654022,,,,,,,,,
2020.04.08 20:48:02.075,,,,,,,178.6569366,,,,,,,,,,,,,,,,
2020.04.08 20:48:09.078,6.300000191,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 20:48:51.169,,,,,,178.4098663,,,,,,,,,,,,,,,,,
2020.04.08 20:51:09.076,6.199999809,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 20:51:17.076,,,,,,,,,,,,,,,,,,,176.0665131,,,,
2020.04.08 20:51:39.165,6.300000191,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 20:52:17.073,,,,,178.5596008,,,,,,,,,,,,,,,,,,
2020.04.08 20:53:09.065,6.199999809,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 20:53:21.070,,,,,,,,,718.2946777,,,,,,,,,,,,,,
2020.04.08 20:53:53.065,,,,,,,178.6120148,,,,,,,,,,,,,,,,
2020.04.08 20:55:36.070,,,,,,178.3724365,,,,,,,,,,,,,,,,,
2020.04.08 20:56:09.159,6.099999905,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 20:56:11.073,,,,,,,,,,734.1585693,,,,,,,,,,,,,
2020.04.08 20:57:53.084,,,,,178.522171,,,,,,,,,,,,,,,,,,
2020.04.08 20:58:06.081,,,,,,,,,,,,,,,,,,,176.0290833,,,,
2020.04.08 20:59:00.087,,,,,,,,,,,,,,173.8279572,,,,,,,,,
2020.04.08 21:00:14.091,,,,,,,178.574585,,,,,,,,,,,,,,,,
2020.04.08 21:00:37.001,,,,,,178.3125458,,,,,,,,,,,,,,,,,
2020.04.08 21:01:23.092,,,,,,,,,,,,755.989502,,,,,,,,,,,
2020.04.08 21:01:39.005,6,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 21:02:12.096,,,,,,,,,,,,,,173.902832,,,,,,,,,
2020.04.08 21:02:42.094,,,,,178.4697723,,,,,,,,,,,,,,,,,,
2020.04.08 21:04:17.098,,,,,,,,,718.3674316,,,,,,,,,,,,,,
2020.04.08 21:05:53.020,,,,,,,178.522171,,,,,,,,,,,,,,,,
2020.04.08 21:08:09.107,5.900000095,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 21:08:20.000,,,,,,178.2676239,,,,,,,,,,,,,,,,,
2020.04.08 21:08:48.021,,,,,178.4248505,,,,,,,,,,,,,,,,,,
2020.04.08 21:10:18.000,,,,,,,,,,,,,,173.8279572,,,,,,,,,
2020.04.08 21:10:30.111,,,,,,,,,,734.0130615,,,,,,,,,,,,,
2020.04.08 21:11:53.007,,,,,,,178.4697723,,,,,,,,,,,,,,,,
2020.04.08 21:13:39.018,,,,,,178.222702,,,,,,,,,,,,,,,,,
2020.04.08 21:13:54.029,,,,,,,,,,,,,,,,,,,175.9392395,,,,
2020.04.08 21:14:40.003,5.800000191,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 21:14:59.006,,,,,,,,,,,,,,173.7530975,,,,,,,,,
2020.04.08 21:15:19.010,,,,,178.3799286,,,,,,,,,,,,,,,,,,
2020.04.08 21:18:39.011,,,,,,,178.4173584,,,,,,,,,,,,,,,,
2020.04.08 21:18:40.019,5.900000095,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 21:19:40.026,5.800000191,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 21:19:46.017,,,,,,178.1628113,,,,,,,,,,,,,,,,,
2020.04.08 21:20:10.028,,,,,,,,,,,,,,,,,,,175.8868256,,,,
2020.04.08 21:20:20.014,,,,,,,,,,,,755.8439941,,,,,,,,,,,
2020.04.08 21:21:02.026,,,,,178.3200378,,,,,,,,,,,,,,,,,,
2020.04.08 21:21:33.036,,,,,,,,,,,,,,173.6782227,,,,,,,,,
2020.04.08 21:23:33.040,,,,,,,,,,733.7946777,,,,,,,,,,,,,
2020.04.08 21:23:57.031,,,,,,,,,718.2946777,,,,,,,,,,,,,,
2020.04.08 21:24:49.023,,,,,,,178.3499756,,,,,,,,,,,,,,,,
2020.04.08 21:26:27.038,,,,,,,,,,,,,,,,,,,175.8344269,,,,
2020.04.08 21:26:38.033,,,,,,178.1103973,,,,,,,,,,,,,,,,,
2020.04.08 21:28:09.046,,,,,178.2601318,,,,,,,,,,,,,,,,,,
2020.04.08 21:31:32.050,,,,,,,,,,,,,,173.633316,,,,,,,,,
2020.04.08 21:32:39.046,5.900000095,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 21:32:45.055,,,,,,178.0579987,,,,,,,,,,,,,,,,,
2020.04.08 21:33:24.052,,,,,,,,,,,778.3299561,,,,,,,,,,,,
2020.04.08 21:33:52.050,,,,,,,178.2825928,,,,,,,,,,,,,,,,
2020.04.08 21:33:56.025,,,,,,,,,,,,,,,,,,,175.7969818,,,,
2020.04.08 21:35:27.061,,,,,178.2077332,,,,,,,,,,,,,,,,,,
2020.04.08 21:35:56.050,,,,,,,,,,,,755.6257324,,,,,,,,,,,
2020.04.08 21:37:29.055,,,,,,,,,,733.6491699,,,,,,,,,,,,,
2020.04.08 21:39:02.059,,,,,,,,,,,,,,173.603363,,,,,,,,,
2020.04.08 21:39:38.070,,,,,,178.0055847,,,,,,,,,,,,,,,,,
2020.04.08 21:41:42.067,,,,,,,178.2376709,,,,,,,,,,,,,,,,
2020.04.08 21:42:09.061,5.800000191,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 21:42:12.072,,,,,,,,,,,,,,,,,,,175.7670441,,,,
2020.04.08 21:42:23.072,,,,,178.1628113,,,,,,,,,,,,,,,,,,
2020.04.08 21:42:46.053,,,,,,,,,,,778.40271,,,,,,,,,,,,
2020.04.08 21:44:09.074,5.699999809,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 21:45:39.074,5.800000191,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 21:46:30.077,,,,,,177.9606628,,,,,,,,,,,,,,,,,
2020.04.08 21:48:24.078,,,,,178.1253815,,,,,,,,,,,,,,,,,,
2020.04.08 21:48:25.089,,,,,,,,,718.3674316,,,,,,,,,,,,,,
2020.04.08 21:49:16.080,,,,,,,178.2002411,,,,,,,,,,,,,,,,
2020.04.08 21:51:59.094,,,,,,,,,,733.4307861,,,,,,,,,,,,,
2020.04.08 21:53:01.082,,,,,,,,,,,,755.4801025,,,,,,,,,,,
2020.04.08 21:53:09.093,5.699999809,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 21:53:30.089,,,,,,177.9007721,,,,,,,,,,,,,,,,,
2020.04.08 21:53:34.086,,,,,178.0804596,,,,,,,,,,,,,,,,,,
2020.04.08 21:53:51.081,,,,,,,,,,,,,,173.5659332,,,,,,,,,
2020.04.08 21:54:08.086,,,,,,,178.1478271,,,,,,,,,,,,,,,,
2020.04.08 21:54:41.080,,,,,,,,,,,,,,,,,,,175.729599,,,,
2020.04.08 22:00:00.005,,,,,178.0205536,,,,,,,,,,,,,,,,,,
2020.04.08 22:01:26.015,,,,,,,178.1103973,,,,,,,,,,,,,,,,
2020.04.08 22:01:39.015,5.599999905,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 22:02:41.013,,,,,,177.8558502,,,,,,,,,,,,,,,,,
2020.04.08 22:04:04.005,,,,,,,,,,,,,,,,,,,175.6846924,,,,
2020.04.08 22:04:39.015,5.5,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 22:07:32.029,,,,,,,,,,,,,,173.5284882,,,,,,,,,
2020.04.08 22:07:38.021,,,,,,,,,,733.3580322,,,,,,,,,,,,,
2020.04.08 22:07:54.012,,,,,,,178.0579987,,,,,,,,,,,,,,,,
2020.04.08 22:08:39.028,5.400000095,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 22:09:29.033,,,,,,177.7959595,,,,,,,,,,,,,,,,,
2020.04.08 22:09:55.027,,,,,177.9681549,,,,,,,,,,,,,,,,,,
2020.04.08 22:10:13.020,,,,,,,,,,,,755.4073486,,,,,,,,,,,
2020.04.08 22:11:28.036,,,,,,,,,,,,,,,,,,,175.6472473,,,,
2020.04.08 22:12:39.025,5.300000191,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 22:14:16.025,,,,,,,178.0130768,,,,,,,,,,,,,,,,
2020.04.08 22:14:47.039,,,,,,,,,,,,,,173.4760895,,,,,,,,,
2020.04.08 22:16:03.035,,,,,,,,,,733.2852783,,,,,,,,,,,,,
2020.04.08 22:16:17.041,,,,,,,,,,,,755.2618408,,,,,,,,,,,
2020.04.08 22:16:20.045,,,,,,,,,,,,,,,,,,,175.6023254,,,,
2020.04.08 22:16:27.059,,,,,177.923233,,,,,,,,,,,,,,,,,,
2020.04.08 22:16:37.046,,,,,,177.7435455,,,,,,,,,,,,,,,,,
2020.04.08 22:19:09.049,5.199999809,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 22:19:52.050,,,,,,,177.9606628,,,,,,,,,,,,,,,,
2020.04.08 22:21:50.050,,,,,,,,,,,,,,,,,,,175.5424347,,,,
2020.04.08 22:21:52.047,,,,,177.8708191,,,,,,,,,,,,,,,,,,
2020.04.08 22:22:30.064,,,,,,,,,,,,,,173.4311676,,,,,,,,,
2020.04.08 22:22:57.063,,,,,,,,,,733.0670166,,,,,,,,,,,,,
2020.04.08 22:23:13.050,,,,,,177.6986237,,,,,,,,,,,,,,,,,
2020.04.08 22:24:09.059,5.300000191,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 22:25:39.059,5.199999809,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 22:26:52.061,,,,,,,177.9007721,,,,,,,,,,,,,,,,
2020.04.08 22:28:29.060,,,,,,,,,,,,,,173.3712769,,,,,,,,,
2020.04.08 22:28:32.063,,,,,177.8184204,,,,,,,,,,,,,,,,,,
2020.04.08 22:29:10.068,,,,,,,,,,,,,,,,,,,175.4975128,,,,
2020.04.08 22:29:15.067,,,,,,177.6611938,,,,,,,,,,,,,,,,,
2020.04.08 22:30:57.082,,,,,,,,,,,,755.116333,,,,,,,,,,,
2020.04.08 22:33:56.070,,,,,,177.6087799,,,,,,,,,,,,,,,,,
2020.04.08 22:34:41.072,,,,,,,177.8558502,,,,,,,,,,,,,,,,
2020.04.08 22:35:01.079,,,,,177.7585297,,,,,,,,,,,,,,,,,,
2020.04.08 22:36:04.078,,,,,,,,,,732.9942627,,,,,,,,,,,,,
2020.04.08 22:36:15.086,,,,,,,,,,,,,,,,,,,175.460083,,,,
2020.04.08 22:37:19.076,,,,,,,,,,,,,,173.3413239,,,,,,,,,
2020.04.08 22:40:18.090,,,,,,,177.8109283,,,,,,,,,,,,,,,,
2020.04.08 22:40:54.000,,,,,,177.5638733,,,,,,,,,,,,,,,,,
2020.04.08 22:42:09.094,5.300000191,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 22:43:41.009,,,,,177.7061157,,,,,,,,,,,,,,,,,,
2020.04.08 22:43:59.012,,,,,,,,,,732.8486328,,,,,,,,,,,,,
2020.04.08 22:46:23.019,,,,,,,,,,,,,732.1937256,,,,,,,,,,
2020.04.08 22:46:39.012,,,,,,,177.7585297,,,,,,,,,,,,,,,,
2020.04.08 22:46:49.016,,,,,,,,,,,,,,,,,,,175.4226532,,,,
2020.04.08 22:48:09.027,5.199999809,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 22:48:55.014,,,,,,177.5189514,,,,,,,,,,,,,,,,,
2020.04.08 22:49:45.022,,,,,,,,,,,,754.8979492,,,,,,,,,,,
2020.04.08 22:50:09.019,5.300000191,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 22:50:20.014,,,,,177.6686859,,,,,,,,,,,,,,,,,,
2020.04.08 22:50:31.012,,,,,,,,,,,,,,173.326355,,,,,,,,,
2020.04.08 22:53:38.034,,,,,,,177.7136078,,,,,,,,,,,,,,,,
2020.04.08 22:54:01.026,,,,,,,,,,732.703125,,,,,,,,,,,,,
2020.04.08 22:54:09.020,5.400000095,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 22:54:50.029,,,,,,177.4815063,,,,,,,,,,,,,,,,,
2020.04.08 22:55:34.025,,,,,177.6312408,,,,,,,,,,,,,,,,,,
2020.04.08 22:58:39.028,5.5,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 23:00:48.037,,,,,,,,,,,,,732.1209717,,,,,,,,,,
2020.04.08 23:00:57.043,,,,,,177.4365845,,,,,,,,,,,,,,,,,
2020.04.08 23:01:05.041,,,,,177.593811,,,,,,,,,,,,,,,,,,
2020.04.08 23:01:33.033,,,,,,,177.6686859,,,,,,,,,,,,,,,,
2020.04.08 23:05:14.014,,,,,,,,,,,,,,,,,,,175.4750519,,,,
2020.04.08 23:05:55.051,,,,,,,,,,732.5576172,,,,,,,,,,,,,
2020.04.08 23:07:12.046,,,,,,,,,,,,,,173.3712769,,,,,,,,,
2020.04.08 23:08:20.062,,,,,,177.3991547,,,,,,,,,,,,,,,,,
2020.04.08 23:08:28.056,,,,,,,177.6387329,,,,,,,,,,,,,,,,
2020.04.08 23:08:33.046,,,,,,,,,,,,754.7524414,,,,,,,,,,,
2020.04.08 23:09:47.054,,,,,177.5488892,,,,,,,,,,,,,,,,,,
2020.04.08 23:10:39.071,5.599999905,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 23:14:37.068,,,,,,,,,,,,,,173.4087067,,,,,,,,,
2020.04.08 23:15:09.084,5.699999809,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 23:15:38.072,,,,,,,177.6013031,,,,,,,,,,,,,,,,
2020.04.08 23:15:39.063,5.599999905,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 23:15:57.076,,,,,,,,,,,,,,,,,,,175.5274658,,,,
2020.04.08 23:16:39.090,5.699999809,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 23:18:01.069,,,,,,177.3617249,,,,,,,,,,,,,,,,,
2020.04.08 23:18:37.069,,,,,177.5114594,,,,,,,,,,,,,,,,,,
2020.04.08 23:19:45.083,,,,,,,,,,,,,,173.4685974,,,,,,,,,
2020.04.08 23:21:52.080,,,,,,,,,,,,,,,,,,,175.5798645,,,,
2020.04.08 23:22:39.089,5.800000191,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 23:22:53.000,,,,,,,,,,732.3393555,,,,,,,,,,,,,
2020.04.08 23:24:10.086,,,,,,,177.5713501,,,,,,,,,,,,,,,,
2020.04.08 23:27:03.011,,,,,,177.3317719,,,,,,,,173.5210114,,,,,,,,,
2020.04.08 23:27:54.097,,,,,,,,,,,,,,,,,,,175.6472473,,,,
2020.04.08 23:27:59.006,,,,,,,,,,,,754.6796875,,,,,,,,,,,
2020.04.08 23:28:23.011,,,,,177.4815063,,,,,,,,,,,,,,,,,,
2020.04.08 23:30:39.006,5.900000095,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 23:33:35.012,,,,,,,,,,,,,,173.5659332,,,,,,,,,
2020.04.08 23:34:39.015,5.800000191,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 23:35:59.023,,,,,,,177.5339203,,,,,,,,,,,,,,,,
2020.04.08 23:36:37.026,,,,,,,,,,,,,,,,,,,175.6921692,,,,
2020.04.08 23:37:07.032,,,,,,,,,,,,754.5341797,,,,,,,,,,,
2020.04.08 23:37:15.026,,,,,,177.294342,,,,,,,,,,,,,,,,,
2020.04.08 23:39:22.040,,,,,177.4590454,,,,,,,,,,,,,,,,,,
2020.04.08 23:40:08.026,,,,,,,,,,,,,,173.6183319,,,,,,,,,
2020.04.08 23:43:49.032,,,,,,,,,,,,,,,,,,,175.7221222,,,,
2020.04.08 23:46:48.045,,,,,,,177.5114594,,,,,,,,,,,,,,,,
2020.04.08 23:48:23.054,,,,,177.4365845,,,,,,,,,,,,,,,,,,
2020.04.08 23:49:22.058,,,,,,,,,,,,,,173.6707458,,,,,,,,,
2020.04.08 23:51:01.040,,,,,,177.2569122,,,,,,,,,,,,,,,,,
2020.04.08 23:51:39.046,5.699999809,,,,,,,,,,,,,,,,,,,,,,
2020.04.08 23:51:53.037,,,,,,,,,718.2946777,,,,,,,,,,,,,,
2020.04.08 23:51:57.052,,,,,,,,,,,,,,,,,,,175.7520599,,,,
2020.04.08 23:56:54.055,,,,,,,177.4815063,,,,,,,,,,,,,,,,
2020.04.08 23:57:26.049,,,,,,,,,,732.1937256,,,,,,,,,,,,,
2020.04.08 23:57:50.059,,,,,,,,,,,,754.4614258,,,,,,,,,,,
2020.04.08 23:58:07.068,,,,,177.4066467,,,,,,,,,,,,,,,,,,
2020.04.09 00:02:25.075,,,,,,,,,718.3674316,,,,,,,,,,,,,,
2020.04.09 00:03:16.072,,,,,,177.2269592,,,,,,,,,,,,,,,,,
2020.04.09 00:05:05.077,,,,,,,,,,,,,,,,,,,175.7221222,,,,
2020.04.09 00:06:09.083,5.5,,,,,,,,,,,,,,,,,,,,,,
2020.04.09 00:06:47.086,,,,,177.3766937,,,,,,,,,,,,,,,,,,
2020.04.09 00:07:36.054,,,,,,,177.4590454,,,,,,,,,,,,,,,,
2020.04.09 00:08:48.038,,,,,,,,,,,,,,173.6782227,,,,,,,,,
2020.04.09 00:11:09.082,5.400000095,,,,,,,,,,,,,,,,,,,,,,
2020.04.09 00:12:56.088,,,,,,,,,,,,,,,,,,,175.6772003,,,,
2020.04.09 00:13:07.007,,,,,,177.1745605,,,,,,,,,,,,,,,,,
2020.04.09 00:13:46.011,,,,,,,,,,,,754.3886719,,,,,,,,,,,
2020.04.09 00:13:57.009,,,,,,,,,,,,,731.9754639,,,,,,,,,,
2020.04.09 00:15:39.020,5.300000191,,,,,,,,,,,,,,,,,,,,,,
2020.04.09 00:15:40.011,,,,,,,177.4216156,,,,,,,,,,,,,,,,
2020.04.09 00:16:01.011,,,,,177.3392639,,,,,,,,,,,,,,,,,,
2020.04.09 00:19:24.103,,,,,,,,,,,,,,,,,,,175.6023254,,,,
2020.04.09 00:21:24.111,,,,,,,,,,,,,,173.6183319,,,,,,,,,
2020.04.09 00:21:39.111,5.199999809,,,,,,,,,,,,,,,,,,,,,,
2020.04.09 00:23:58.028,,,,,,,177.346756,,,,,,,,,,,,,,,,
2020.04.09 00:24:46.029,,,,,177.3018341,,,,,,,,,,,,,,,,,,
2020.04.09 00:27:14.035,,,,,,,,,,,,,,,,,,,175.5349426,,,,
2020.04.09 00:27:57.040,,,,,,177.1221466,,,,,,,,,,,,,,,,,
2020.04.09 00:29:09.041,5.099999905,,,,,,,,,,,,,173.5659332,,,,,,,,,
2020.04.09 00:31:03.039,,,,,,,,,,,,754.3157959,,,,,,,,,,,
2020.04.09 00:31:34.040,,,,,,,,,,,,,731.90271,,,,,,,,,,
2020.04.09 00:31:54.046,,,,,177.2718811,,,,,,,,,,,,,,,,,,
2020.04.09 00:32:33.047,,,,,,,,,,,,,,,,,,,175.4675751,,,,
2020.04.09 00:34:13.058,,,,,,,,,,,,,,173.5060272,,,,,,,,,
2020.04.09 00:35:39.060,5,,,,,,,,,,,,,,,,,,,,,,
2020.04.09 00:36:05.144,,,,,,,,,,732.1209717,,,,,,,,,,,,,
2020.04.09 00:37:28.059,,,,,,177.0772247,,,,,,,,,,,,,,,,,
2020.04.09 00:38:11.062,,,,,177.2269592,,,,,,,,,,,,,,,,,,
2020.04.09 00:38:13.066,,,,,,,,,,,,,,,,,,,175.4001923,,,,
2020.04.09 00:39:09.145,,,,,,,177.294342,,,,,,,,,,,,,,,,
2020.04.09 00:40:14.141,,,,,,,,,,,,,,173.4386597,,,,,,,,,
2020.04.09 00:41:58.149,,,,,,,,,,731.9754639,,,,,,,,,,,,,
2020.04.09 00:42:39.068,4.900000095,,,,,,,,,,,,,,,,,,,,,,
2020.04.09 00:43:09.065,5,,,,,,,,,,,,,,,,,,,,,,
2020.04.09 00:43:39.153,4.900000095,,,,,,,,,,,,,,,,,,,,,,
2020.04.09 00:44:30.078,,,,,,,,,,,,,,,,,,,175.3402863,,,,
2020.04.09 00:45:09.072,5,,,,,,,,,,,,,,,,,,,,,,
2020.04.09 00:45:12.073,,,,,,177.0397949,,,,,,,,,,,,,,,,,
2020.04.09 00:45:55.168,,,,,,,,,,,,754.1702881,,,,,,,,,,,
2020.04.09 00:46:03.074,,,,,177.1820374,,,,,,,,,,,,,,,,,,
2020.04.09 00:46:22.165,,,,,,,177.264389,,,,,,,,,,,,,,,,
2020.04.09 00:47:20.083,,,,,,,,,,,,,,173.3712769,,,,,,,,,
2020.04.09 00:48:39.084,4.900000095,,,,,,,,,,,,,,,,,,,,,,
2020.04.09 00:49:55.173,,,,,,,,,,,,,731.8299561,,,,,,,,,,
2020.04.09 00:51:29.092,,,,,,,,,,,,,,,,,,,175.2878876,,,,
2020.04.09 00:51:59.079,,,,,,177.0023651,,,,,,,,,,,,,,,,,
2020.04.09 00:52:30.083,,,,,,,177.2269592,,,,,,,,,,,,,,,,
2020.04.09 00:53:39.077,,,,,177.1446075,,,,,,,,,,,,,,,,,,
2020.04.09 00:54:02.088,,,,,,,,,,,,,,173.326355,,,,,,,,,
2020.04.09 00:56:39.088,5,,,,,,,,,,,,,,,,,,,,,,
2020.04.09 00:57:09.085,4.900000095,,,,,,,,,,,,,,,,,,,,,,
2020.04.09 00:57:52.089,,,,,,176.9574432,,,,,,,,,,,,,,,,,
2020.04.09 00:58:26.096,,,,,,,177.1745605,,,,,,,,,,,,,,,,
2020.04.09 00:58:39.092,,,,,,,,,,731.90271,,,,,,,,,,,,,
2020.04.09 00:59:09.091,,,,,177.1071777,,,,,,,,,,,,,,,,,,
2020.04.09 00:59:38.100,,,,,,,,,,,,,,173.266449,,,,,,,,,
2020.04.09 01:01:11.098,,,,,,,,,,,,,,,,,,,175.2654266,,,,
2020.04.09 01:01:39.099,5,,,,,,,,,,,,,,,,,,,,,,
2020.04.09 01:04:09.001,4.900000095,,,,,,,,,,,,,,,,,,,,,,
2020.04.09 01:04:24.115,,,,,,176.8900604,,,,,,,,,,,,,,,,,
2020.04.09 01:05:43.013,,,,,177.0697327,,,,,,,,,,,,,,,,,,
2020.04.09 01:05:57.007,,,,,,,177.1371155,,,,,,,,,,,,,,,,
