Time,190-AT2001-AirTemp_(C),990-PC-2101A-H1,990-PC-2101B-H2,990-PC-2102-H1,990-PT-2104A_(barg),990-PT-2104B_(barg),990-PT-2104C_(barg),990-PSHL-2100,990-LT-2131_(mm),990-LT-2132_(mm),990-LT-2133_(mm),990-LT-2134_(mm),990-LT-2135_(mm),990-PT-2109_(barg),190-ZSL-2101,190-ZSH-2101,190-ZSI-2101,190-ZT-2101_(%),990-PT-2129_(barg)
2020.04.01 04:15:00.091,,,,,174.3568878,,,,,,,,,,,,,,
2020.04.01 04:16:12.082,,,,,,,,,,,,,,,,,,,169.8313599
2020.04.01 04:16:17.002,,,,,,,,,,,,,,169.7020721,,,,,
2020.04.01 04:18:07.007,,,,,,,,,,699.0106201,,,,,,,,,
2020.04.01 04:19:24.010,,,,,,174.028656,,,,,,,,,,,,,
2020.04.01 04:21:10.095,2.200000048,,,,,,,,,,,,,,,,,,
2020.04.01 04:21:17.017,,,,,,,,,,,,,,,,,,100.6302261,
2020.04.01 04:22:08.007,,,,,,,174.1878052,,,,,,,,,,,,
2020.04.01 04:22:58.013,,,,,174.3270416,,,,,,,,,,,,,,
2020.04.01 04:24:14.006,,,,,,,,,,,,,,,,,,,169.8811035
2020.04.01 04:24:52.089,,,,,,,,,,698.8651123,,,,,,,,,
2020.04.01 04:25:44.087,,,,,,,,,,,,,,169.8313599,,,,,
2020.04.01 04:26:49.087,,,,,,174.0386047,,,,,,,,,,,,,
2020.04.01 04:27:43.076,,,,,,,,,,,685.329834,,,,,,,,
2020.04.01 04:29:02.091,,,,,,,174.2076874,,,,,,,,,,,,
2020.04.01 04:29:51.000,,,,,,,,,,,,,,,,,,100.6483154,
2020.04.01 04:30:40.005,2.099999905,,,,,,,,,,,,,,,,,,
2020.04.01 04:33:40.098,2.200000048,,,,,,,,,,,,,,,,,,
2020.04.01 04:34:24.012,,,,,,,,,,,,,,,,,,,169.9308319
2020.04.01 04:34:31.016,,,,,,,,,,699.0106201,,,,,,,,,
2020.04.01 04:39:19.010,,,,,,,,,,,,,,,,,,100.6374588,
2020.04.01 04:39:49.027,,,,,,,,,,698.8651123,,,,,,,,,
2020.04.01 04:41:10.025,2.099999905,,,,,,,,,,,,,,,,,,
2020.04.01 04:42:30.022,,,,,,,,,,,,,,169.7020721,,,,,
2020.04.01 04:45:19.024,,,,,,,,,,,,691.2242432,,,,,,,
2020.04.01 04:45:50.018,,,,,,,,,,,,,691.5881348,,,,,,
2020.04.01 04:46:02.029,,,,,,,,,,,,,,169.6125488,,,,,
2020.04.01 04:48:46.032,,,,,,,174.1878052,,,,,,,,,,,,
2020.04.01 04:53:13.032,,,,,,174.0087738,,,,,,,,,,,,,
2020.04.01 04:53:36.035,,,,,,,,,,,,,691.7336426,,,,,,
2020.04.01 04:55:18.039,,,,,,,,,,,,691.1514893,,,,,,,
2020.04.01 04:57:02.038,,,,,,,,,,,,,,169.7418518,,,,,
2020.04.01 04:57:38.041,,,,,,,,,,,,,,,,,,,169.9606628
2020.04.01 04:58:40.037,2.200000048,,,,,,,,,,,,,,,,,,
2020.04.01 04:59:24.043,,,,,,,,,,,,,,169.8811035,,,,,
2020.04.01 04:59:28.042,,,,,,,,,,,,,691.5881348,,,,,,
2020.04.01 05:01:07.055,,,,,174.3171082,,,,,,,,,,,,,,
2020.04.01 05:04:27.049,,,,,,,,,,,,,,169.9308319,,,,,
2020.04.01 05:04:29.047,,,,,,,,,,,,,,,,,,,169.990509
2020.04.01 05:04:58.046,,,,,,174.0187225,,,,,,,,,,,,,
2020.04.01 05:07:59.057,,,,,,,,,,,,,,,,,,100.6446991,
2020.04.01 05:08:21.147,,,,,,,,,,,,,,169.8313599,,,,,
2020.04.01 05:10:10.056,2.099999905,,,,,,174.1778564,,,,,,,,,,,,
2020.04.01 05:11:54.058,,,,,,,,,,,,,691.7336426,,,,,,
2020.04.01 05:12:09.136,,,,,,,,,,699.0106201,,,,,,,,,
2020.04.01 05:12:33.056,,,,,,,,,,,,,,169.8114777,,,,,
2020.04.01 05:15:09.146,,,,,174.287262,,,,,,,,,,,,,,
2020.04.01 05:16:10.061,,,,,,,,,,,,,,169.8612061,,,,,
2020.04.01 05:16:49.075,,,,,,,,,,,,,691.5881348,,,,,,
2020.04.01 05:17:20.153,,,,,,,,,,698.8651123,,,,,,,,,
2020.04.01 05:18:41.070,,,,,,,,,,,,,,,,,,,170.0302887
2020.04.01 05:20:20.075,,,,,,,,,,,,,,169.9407806,,,,,
2020.04.01 05:23:39.078,,,,,,173.9888763,,,,,,,,,,,,,
2020.04.01 05:23:46.078,,,,,,,,,,,,,,170.0601349,,,,,
2020.04.01 05:25:10.073,2.200000048,,,,,,,,,,,,,,,,,,
2020.04.01 05:25:58.147,,,,,,,,,,,,,,,,,,100.6266098,
2020.04.01 05:26:31.071,,,,,,,,,,,,,,170.1396942,,,,,
2020.04.01 05:27:38.064,,,,,,,174.1679077,,,,,,,,,,,,
2020.04.01 05:29:14.077,,,,,,,,,,,,,,,,,,,170.0601349
2020.04.01 05:30:37.078,,,,,,,,,658.8415527,,,,,,,,,,
2020.04.01 05:31:59.083,,,,,,,,,,,,,,170.2292175,,,,,
2020.04.01 05:33:45.086,,,,,,,,,,,,,,,,,,100.6483154,
2020.04.01 05:36:55.085,,,,,,,,,,,,,,,,,,,170.0999146
2020.04.01 05:40:00.006,,,,,,,,,,,,,,,,,,100.6302261,
2020.04.01 05:40:10.095,,,,,,,,,,,,,,170.3087769,,,,,
2020.04.01 05:42:11.012,2.299999952,,,,,,,,,,,,,,,,,,
2020.04.01 05:43:18.101,,,,,,,,,,,,,,170.3983002,,,,,
2020.04.01 05:45:10.093,2.400000095,,,,,,,,,,,,,,,,,,
2020.04.01 05:45:11.099,,,,,,,174.157959,,,,,,,,,,,,
2020.04.01 05:45:19.097,,,,,,,,,,699.0106201,,,,,,,,,
2020.04.01 05:46:05.101,,,,,,,,,,,,,,170.5077057,,,,,
2020.04.01 05:46:31.100,,,,,,,,,,,,,,,,,,,170.1496429
2020.04.01 05:49:11.107,2.5,,,,,,,,,,,,,,,,,,
2020.04.01 05:50:07.102,,,,,,,,,,698.8651123,,,,,,,,,
2020.04.01 05:50:20.097,,,,,,,,,,,,,,170.6270599,,,,,
2020.04.01 05:51:18.105,,,,,,,,,658.9871826,,,,,,,,,,
2020.04.01 05:52:33.111,,,,,174.2673645,,,,,,,,,,,,,,
2020.04.01 05:52:51.110,,,,,,,,,,,,,,170.7563629,,,,,
2020.04.01 05:53:08.111,,,,,,,,,,,,,,,,,,,170.1993713
2020.04.01 05:55:11.108,2.599999905,,,,,,,,,,,,,,,,,,
2020.04.01 05:55:13.025,,,,,,,,,658.8415527,,,,,,,,,,
2020.04.01 05:55:46.026,,,,,,,,,,,,,,170.8757172,,,,,
2020.04.01 05:57:55.120,,,,,,,,,,,,,,171.0249176,,,,,
2020.04.01 05:58:52.117,,,,,,,,,,,,,,,,,,,170.2590485
2020.04.01 06:00:29.014,,,,,,,,,,,,,,171.1741028,,,,,
2020.04.01 06:01:29.113,,,,,,,174.1380768,,,,,,,,,,,,
2020.04.01 06:05:01.017,,,,,,,,,,,,,,,,,,,170.3286743
2020.04.01 06:09:44.018,,,,,,173.9689789,,,,,,,,,,,,,
2020.04.01 06:09:57.011,,,,,,,,,,699.0106201,,,,,,,,,
2020.04.01 06:10:18.014,,,,,,,,,,,,,,171.2437286,,,,,
2020.04.01 06:11:52.017,,,,,,,,,,,,,,,,,,,170.3883514
2020.04.01 06:14:09.048,,,,,,,,,,,,,,171.3332367,,,,,
2020.04.01 06:14:10.018,2.700000048,,,,,,,,,,,,,,,,,,
2020.04.01 06:15:10.021,,,,,,,,,,698.8651123,,,,,,,,,
2020.04.01 06:17:13.038,,,,,,,,,,,,,,171.4525909,,,,,
2020.04.01 06:17:47.024,,,,,,,,,,,,,,,,,,,170.4480286
2020.04.01 06:18:11.018,2.799999952,,,,,,,,,,,,,,,,,,
2020.04.01 06:21:40.006,,,,,,,,,,,,,,171.4028625,,,,,
2020.04.01 06:22:45.033,,,,,,,,,,,,,,,,,,,170.5077057
2020.04.01 06:26:18.023,,,,,,,,,,,,,,171.3332367,,,,,
2020.04.01 06:27:09.016,,,,,,,,,,,,,,,,,,100.6121445,
2020.04.01 06:27:24.025,,,,,,,,,,,,,,,,,,,170.5773315
2020.04.01 06:27:40.019,,,,,174.257431,,,,,,,,,,,,,,
2020.04.01 06:29:27.015,,,,,,,,,,,,,,171.4724884,,,,,
2020.04.01 06:29:46.017,,,,,,,,,,699.0106201,,,,,,,,,
2020.04.01 06:31:06.023,,,,,,,,,,,685.2570801,,,,,,,,
2020.04.01 06:32:27.019,,,,,,,,,,,,,,,,,,,170.6469574
2020.04.01 06:33:40.014,2.900000095,,,,,,,,,,,,,,,,,,
2020.04.01 06:33:55.028,,,,,,,174.1281281,,,,,,,,,,,,
2020.04.01 06:34:53.033,,,,,,,,,,698.8651123,,,,,,,,,
2020.04.01 06:36:16.033,,,,,,,,,,,,,,171.42276,,,,,
2020.04.01 06:37:31.027,,,,,,,,,,,,,,,,,,,170.7265167
2020.04.01 06:42:16.039,,,,,,,,,,,,,,,,,,,170.7961426
2020.04.01 06:42:52.040,,,,,,,,,,,,,,171.2536774,,,,,
2020.04.01 06:46:28.062,,,,,,,,,,,,,,,,,,,170.8757172
2020.04.01 06:47:46.049,,,,,,,,,,,,,,,,,,100.6302261,
2020.04.01 06:47:56.050,,,,,,,,,,,,,,171.2337799,,,,,
2020.04.01 06:48:41.029,3,,,,,,,,,,,,,,,,,,
2020.04.01 06:50:49.053,,,,,,,,,,,,,,,,,,,170.945343
2020.04.01 06:51:15.052,,,,,,,,,,,,,,171.3730316,,,,,
2020.04.01 06:53:06.041,,,,,,,,,,,,,,171.552063,,,,,
2020.04.01 06:54:00.065,,,,,,,,,,,,,,,,,,100.6121445,
2020.04.01 06:54:38.067,,,,,,,,,,,,,,,,,,,171.0348511
2020.04.01 06:54:42.068,,,,,174.2275848,,,,,,,,,,,,,,
2020.04.01 06:54:43.061,,,,,,,,,,,,,691.5152588,,,,,,
2020.04.01 06:55:36.068,,,,,,,,,,,,,,171.6515198,,,,,
2020.04.01 06:57:55.061,,,,,,173.9590454,,,,,,,,,,,,,
2020.04.01 06:58:41.057,3.099999905,,,,,,,,,,,,,,,,,,
2020.04.01 06:59:13.059,,,,,,,,,,,,,,,,,,,171.1243744
2020.04.01 06:59:17.073,,,,,,,,,,699.0106201,,,,,,,,,
2020.04.01 07:00:13.075,,,,,,,,,,,,,,171.7410431,,,,,
2020.04.01 07:02:23.071,,,,,,,,,,,,,,171.8902283,,,,,
2020.04.01 07:02:39.074,,,,,174.2375336,,,,,,,,,,,,,,
2020.04.01 07:03:31.060,,,,,,,,,,,,,,,,,,,171.203949
2020.04.01 07:03:43.070,,,,,,,,,,698.8651123,,,,,,,,,
2020.04.01 07:04:10.080,3.200000048,,,,,,,,,,,,,,,,,,
2020.04.01 07:04:46.062,,,,,,,,,,,,,,172.0493622,,,,,
2020.04.01 07:06:52.070,,,,,,,,,,,,,,,,,,,171.293457
2020.04.01 07:07:30.081,,,,,,,,,,,,,,172.1786652,,,,,
2020.04.01 07:08:11.082,3.299999952,,,,,,,,,,,,,,,,,,
2020.04.01 07:10:03.078,,,,,,,,,,,,,,172.2980194,,,,,
2020.04.01 07:10:27.082,,,,,,,,,,,,,,,,,,,171.3829803
2020.04.01 07:12:33.046,,,,,,,,,,,,,,172.3875427,,,,,
